nombre,link,direccion,tipo,categoria,telefono,email
PATOS BEACH,https://www.turismo.gal/recurso/-/detalle/nr-po-000374/patos-beach?langId=es_ES&tp=85&ctre=172,"PRAZA MARIO PUENTES, 3 - PLAYA DE PATOS 0 Nigrán - Pontevedra",Empresas de actividades deportivas,,,
PICADERO A LAGOA,https://www.turismo.gal/recurso/-/detalle/td-po-000314/picadero-a-lagoa?langId=es_ES&tp=85&ctre=172,SANTO TOME DE PIÑEIRO 0 Marín - Pontevedra,Empresas de actividades deportivas,,,
"PICADERO DE CABALLOS ""O RANCHO""",https://www.turismo.gal/recurso/-/detalle/24115/picadero-de-caballos-o-rancho-?langId=es_ES&tp=85&ctre=172,36390 Oia - Pontevedra,Empresas de actividades deportivas,,,
PIRAGÜILLA,https://www.turismo.gal/recurso/-/detalle/280381523/piragu-illa-?langId=es_ES&tp=85&ctre=172,": Avenida da Ponte , nº 174 36626 A Illa de Arousa - Pontevedra",Empresas de actividades deportivas,,,oficina@piraguilla.com
PLAZA DE ABASTOS DA ILLA DE AROUSA,https://www.turismo.gal/recurso/-/detalle/280378837/plaza-de-abastos-da-illa-de-arousa?langId=es_ES&tp=39&ctre=223,"Avda. Castelao, nº 36 36626 A Illa de Arousa - Pontevedra",Mercado de abastos,,+34 986 527 080,
PONTIS-VETERIS-NAUTICA,https://www.turismo.gal/recurso/-/detalle/24780/pontis-veteris-nautica?langId=es_ES&tp=85&ctre=172,"C/ Marquesa, 3 - 3º F 36002 Pontevedra - Pontevedra",Empresas de actividades deportivas,,+34 986 843 762,
PORTO DAS CORBACEIRAS,https://www.turismo.gal/recurso/-/detalle/278575782/porto-das-corbaceiras?langId=es_ES&tp=66&ctre=10002,Pontevedra - Pontevedra,Puerto pesquero,,,
PORTO DE ALDÁN,https://www.turismo.gal/recurso/-/detalle/278575826/porto-de-aldan?langId=es_ES&tp=66&ctre=10002,Cangas - Pontevedra,Puerto pesquero,,,
PORTO DE ARCADE,https://www.turismo.gal/recurso/-/detalle/278575831/porto-de-arcade?langId=es_ES&tp=66&ctre=10002,Soutomaior - Pontevedra,Puerto pesquero,,,
PORTO DE BAIONA,https://www.turismo.gal/recurso/-/detalle/278575852/porto-de-baiona?langId=es_ES&tp=66&ctre=10002,Baiona - Pontevedra,Puerto pesquero,,,
PORTO DE BOUZAS,https://www.turismo.gal/recurso/-/detalle/278601770/porto-de-bouzas?langId=es_ES&tp=66&ctre=10002,Vigo - Pontevedra,Puerto pesquero,,,
PORTO DE BUEU,https://www.turismo.gal/recurso/-/detalle/278601816/porto-de-bueu?langId=es_ES&tp=66&ctre=10002,Bueu - Pontevedra,Puerto pesquero,,,
PORTO DE CAMBADOS,https://www.turismo.gal/recurso/-/detalle/278602169/porto-de-cambados?langId=es_ES&tp=66&ctre=10002,Cambados - Pontevedra,Puerto pesquero,,,
PORTO DE CAMPELO,https://www.turismo.gal/recurso/-/detalle/278602210/porto-de-campelo?langId=es_ES&tp=66&ctre=10002,Poio - Pontevedra,Puerto pesquero,,,
PORTO DE CANGAS,https://www.turismo.gal/recurso/-/detalle/278575163/porto-de-cangas?langId=es_ES&tp=66&ctre=10002,Avda. de Castelao s/n 36940 Cangas - Pontevedra,Puerto pesquero,,,
PORTO DE CANIDO,https://www.turismo.gal/recurso/-/detalle/278575208/porto-de-canido?langId=es_ES&tp=66&ctre=10002,36390 Vigo - Pontevedra,Puerto pesquero,,,
PORTO DE CARRIL,https://www.turismo.gal/recurso/-/detalle/278585683/porto-de-carril?langId=es_ES&tp=66&ctre=10002,Paseo da Alameda s/n 36600 Vilagarcía de Arousa - Pontevedra,Puerto pesquero,,,
PORTO DE CESANTES,https://www.turismo.gal/recurso/-/detalle/278585694/porto-de-cesantes?langId=es_ES&tp=66&ctre=10002,Porto s/n 36693 Redondela - Pontevedra,Puerto pesquero,,,
PORTO DE COMBARRO,https://www.turismo.gal/recurso/-/detalle/278585704/porto-de-combarro?langId=es_ES&tp=66&ctre=10002,36993 Poio - Pontevedra,Puerto pesquero,,,
PORTO DE EMBARCACIÓNS TRADICIONAIS DE BOUZAS,https://www.turismo.gal/recurso/-/detalle/280362096/porto-de-embarcacions-tradicionais-de-bouzas?langId=es_ES&tp=66&ctre=123,Paseo Marítimo Paz Andrade 36208 Vigo - Pontevedra,Otras Inst. náutico deportivas.Maritima,,+34 986 247 062,amadbouzas@telefonica.net
PORTO DE MEIRA,https://www.turismo.gal/recurso/-/detalle/278575845/porto-de-meira?langId=es_ES&tp=66&ctre=10002,36950 Moaña - Pontevedra,Puerto pesquero,,,
PORTO DE MELOXO,https://www.turismo.gal/recurso/-/detalle/278575850/porto-de-meloxo?langId=es_ES&tp=66&ctre=10002,Porto Meloxo 36980 O Grove - Pontevedra,Puerto pesquero,,,
PORTO DE PANXÓN,https://www.turismo.gal/recurso/-/detalle/278584387/porto-de-panxon?langId=es_ES&tp=66&ctre=10002,36340 Nigrán - Pontevedra,Puerto pesquero,,,
PORTO DE PORTONOVO,https://www.turismo.gal/recurso/-/detalle/278587731/porto-de-portonovo?langId=es_ES&tp=66&ctre=10002,36970 Sanxenxo - Pontevedra,Puerto pesquero,,,
PORTO DE RAXÓ,https://www.turismo.gal/recurso/-/detalle/278587722/porto-de-raxo?langId=es_ES&tp=66&ctre=10002,36992 Poio - Pontevedra,Puerto pesquero,,,
PORTO DE SANTA MARÍA DE OIA,https://www.turismo.gal/recurso/-/detalle/278587847/porto-de-santa-maria-de-oia?langId=es_ES&tp=66&ctre=10002,36794 Oia - Pontevedra,Puerto pesquero,,,
PORTO DE SANTO ADRÁN DE COBRES,https://www.turismo.gal/recurso/-/detalle/278575089/porto-de-santo-adran-de-cobres?langId=es_ES&tp=66&ctre=10002,Vilaboa - Pontevedra,Puerto pesquero,,,
PORTO DE SANTO ADRÁN DE COBRES,https://www.turismo.gal/recurso/-/detalle/36566/porto-de-santo-adran-de-cobres?langId=es_ES&tp=66&ctre=117,Peirao de Santo Adrán de Cobres 36141 Vilaboa - Pontevedra,Instal. náutico deportivas. Marítima,,+34 986 673 807,
PORTO DE SANTO TOMÉ,https://www.turismo.gal/recurso/-/detalle/278587841/porto-de-santo-tome?langId=es_ES&tp=66&ctre=10002,San Tomé 36630 Cambados - Pontevedra,Puerto pesquero,,,
PORTO DE TRAGROVE,https://www.turismo.gal/recurso/-/detalle/278583810/porto-de-tragrove?langId=es_ES&tp=66&ctre=10002,Tragrove 36630 Cambados - Pontevedra,Puerto pesquero,,,
PORTO DE VILANOVA DE AROUSA,https://www.turismo.gal/recurso/-/detalle/278583943/porto-de-vilanova-de-arousa?langId=es_ES&tp=66&ctre=10002,O Castro s/n 36620 Vilanova de Arousa - Pontevedra,Puerto pesquero,,,
PORTO DE VILANOVA MARINA AROUSA,https://www.turismo.gal/recurso/-/detalle/271074821/porto-de-vilanova-marina-arousa?langId=es_ES&tp=66&ctre=117,Porto de Vilanova. Marina Arousa 36620 Vilanova de Arousa - Pontevedra,Instal. náutico deportivas. Marítima,,+34 986 686 442,marinaarousa@marinaarousa.es
PORTO DE VILAXOÁN,https://www.turismo.gal/recurso/-/detalle/278584274/porto-de-vilaxoan?langId=es_ES&tp=66&ctre=10002,"Dr. Vázquez Leis, 16 36611 Vilagarcía de Arousa - Pontevedra",Puerto pesquero,,,
PORTO DEPORTIVO DE CANGAS (RCN RODEIRA),https://www.turismo.gal/recurso/-/detalle/28411/porto-deportivo-de-cangas-rcn-rodeira-?langId=es_ES&tp=66&ctre=117,"Porto Deportivo, nº s/n 36940 Cangas - Pontevedra",Instal. náutico deportivas. Marítima,,+34 986 304 246,club@nauticorodeira.com
PORTO DEPORTIVO DE COMBARRO,https://www.turismo.gal/recurso/-/detalle/280378132/porto-deportivo-de-combarro?langId=es_ES&tp=66&ctre=117,Porto deportivo 36993 Poio - Pontevedra,Instal. náutico deportivas. Marítima,,+34 986 778 415,comercial@combarromar.com
PORTO DO GROVE,https://www.turismo.gal/recurso/-/detalle/278587558/porto-do-grove?langId=es_ES&tp=66&ctre=10002,Praza do Corgo 36980 O Grove - Pontevedra,Puerto pesquero,,,
PORTO DO XUFRE,https://www.turismo.gal/recurso/-/detalle/278600473/porto-do-xufre?langId=es_ES&tp=66&ctre=10002,"Paseo do Cantiño, O Xufre 36626 A Illa de Arousa - Pontevedra",Puerto pesquero,,,
PORTO MAR,https://www.turismo.gal/recurso/-/detalle/nr-po-000281/porto-mar?langId=es_ES&tp=85&ctre=172,nº 5 36626 A Illa de Arousa - Pontevedra,Empresas de actividades deportivas,,,info@portomar.es
PORTO O CAMPO (A ILLA),https://www.turismo.gal/recurso/-/detalle/278601671/porto-o-campo-a-illa-?langId=es_ES&tp=66&ctre=10002,36626 A Illa de Arousa - Pontevedra,Puerto pesquero,,,
PR-G 1 GALIÑEIRO,https://www.turismo.gal/recurso/-/detalle/33776/pr-g-1-galineiro?langId=es_ES&tp=6&ctre=23,Pontevedra,Senderos,,,
PR-G 102 SENDEIRO DOS MUÍÑOS DE RIOMAIOR,https://www.turismo.gal/recurso/-/detalle/277248464/pr-g-102-sendeiro-dos-muinos-de-riomaior?langId=es_ES&tp=6&ctre=23,Vilaboa - Pontevedra,Senderos,,,
PR-G 103 SENDEIRO DOS PETROGLIFOS DE COBRES,https://www.turismo.gal/recurso/-/detalle/277248467/pr-g-103-sendeiro-dos-petroglifos-de-cobres?langId=es_ES&tp=6&ctre=23,Vilaboa - Pontevedra,Senderos,,,
PR-G 105 SENDEIRO DOS MUÍÑOS DE BAROSA,https://www.turismo.gal/recurso/-/detalle/277248470/pr-g-105-sendeiro-dos-muinos-de-barosa?langId=es_ES&tp=6&ctre=23,Barro - Pontevedra,Senderos,,,
PR-G 107 SENDEIRO DE PEDRA MIRANDA,https://www.turismo.gal/recurso/-/detalle/277248483/pr-g-107-sendeiro-de-pedra-miranda?langId=es_ES&tp=6&ctre=23,Pontevedra,Senderos,,,
PR-G 109 RUTA DAS ALMIÑAS E DO FOXO DO LOBO,https://www.turismo.gal/recurso/-/detalle/277248486/pr-g-109-ruta-das-alminas-e-do-foxo-do-lobo?langId=es_ES&tp=6&ctre=23,Ponte Caldelas - Pontevedra,Senderos,,,
PR-G 112 SENDEIRO DE PESCADORES RÍO MIÑO-TAMUXE,https://www.turismo.gal/recurso/-/detalle/277248489/pr-g-112-sendeiro-de-pescadores-rio-mino-tamuxe?langId=es_ES&tp=6&ctre=23,O Rosal - Pontevedra,Senderos,,,
PR-G 115 RUTA DO ADRO VELLO,https://www.turismo.gal/recurso/-/detalle/277249648/pr-g-115-ruta-do-adro-vello?langId=es_ES&tp=6&ctre=23,O Grove - Pontevedra,Senderos,,,
PR-G 116 RUTA DO CON NEGRO - ARTE AO NATURAL,https://www.turismo.gal/recurso/-/detalle/277249651/pr-g-116-ruta-do-con-negro-arte-ao-natural?langId=es_ES&tp=6&ctre=23,O Grove - Pontevedra,Senderos,,,
PR-G 119 RUTA DO XABRIÑA,https://www.turismo.gal/recurso/-/detalle/277249660/pr-g-119-ruta-do-xabrina?langId=es_ES&tp=6&ctre=23,Pontevedra,Senderos,,,
PR-G 122 CAMIÑOS DO TREGA,https://www.turismo.gal/recurso/-/detalle/277249669/pr-g-122-caminos-do-trega?langId=es_ES&tp=6&ctre=23,A Guarda - Pontevedra,Senderos,,,
PR-G 123 SENDA PEONIL DA PONTE DO RAMO,https://www.turismo.gal/recurso/-/detalle/277249672/pr-g-123-senda-peonil-da-ponte-do-ramo?langId=es_ES&tp=6&ctre=23,Cuntis - Pontevedra,Senderos,,,
"PR-G 124 RUTA DA AUGA, FONTE E LAVADOIROS DE PARADA",https://www.turismo.gal/recurso/-/detalle/277249675/pr-g-124-ruta-da-auga-fonte-e-lavadoiros-de-parada?langId=es_ES&tp=6&ctre=23,Silleda - Pontevedra,Senderos,,,
PR-G 126 RUTA DOS MIRADOIROS LOBEIRA-FARO DAS LÚAS,https://www.turismo.gal/recurso/-/detalle/277249681/pr-g-126-ruta-dos-miradoiros-lobeira-faro-das-luas?langId=es_ES&tp=6&ctre=23,Pontevedra,Senderos,,,
PR-G 135 ROTEIRO DA ESCUADRA,https://www.turismo.gal/recurso/-/detalle/277249699/pr-g-135-roteiro-da-escuadra?langId=es_ES&tp=6&ctre=23,A Lama - Pontevedra,Senderos,,,
PR-G 160 RUTA DA DESEMBOCADURA DO MIÑO,https://www.turismo.gal/recurso/-/detalle/170525000685/pr-g-160-ruta-da-desembocadura-do-mino?langId=es_ES&tp=6&ctre=23,A Guarda - Pontevedra,Senderos,,,
PR-G 164 SENDA DA FRAGA DO BARRAGÁN,https://www.turismo.gal/recurso/-/detalle/170525000682/pr-g-164-senda-da-fraga-do-barragan?langId=es_ES&tp=6&ctre=23,Pazos de Borbén - Pontevedra,Senderos,,,
PR-G 165 SENDEIRO DAS FRAGAS E LEVADAS DO CALVO E DEVA,https://www.turismo.gal/recurso/-/detalle/200506000011/pr-g-165-sendeiro-das-fragas-e-levadas-do-calvo-e-deva?langId=es_ES&tp=6&ctre=23,A Cañiza - Pontevedra,Senderos,,,
PR-G 170 RUTA DA PEDRA E DA AUGA,https://www.turismo.gal/recurso/-/detalle/170515000151/pr-g-170-ruta-da-pedra-e-da-auga?langId=es_ES&tp=6&ctre=23,Pontevedra,Senderos,,,
PR-G 171 RUTA DO RÍO SAN MARTIÑO,https://www.turismo.gal/recurso/-/detalle/170512000119/pr-g-171-ruta-do-rio-san-martino?langId=es_ES&tp=6&ctre=23,Meis - Pontevedra,Senderos,,,
PR-G 172 RUTA DO RÍO CHANCA,https://www.turismo.gal/recurso/-/detalle/170515000170/pr-g-172-ruta-do-rio-chanca?langId=es_ES&tp=6&ctre=23,Pontevedra,Senderos,,,
PR-G 173 RUTA DO RÍO UMIA,https://www.turismo.gal/recurso/-/detalle/170512000101/pr-g-173-ruta-do-rio-umia?langId=es_ES&tp=6&ctre=23,Ribadumia - Pontevedra,Senderos,,,
PR-G 174 RUTA DE COTO DA CRUZ,https://www.turismo.gal/recurso/-/detalle/170511000093/pr-g-174-ruta-de-coto-da-cruz?langId=es_ES&tp=6&ctre=23,Crecente - Pontevedra,Senderos,,,
PR-G 188 SENDEIRO DE ZOBRA,https://www.turismo.gal/recurso/-/detalle/200514000059/pr-g-188-sendeiro-de-zobra?langId=es_ES&tp=6&ctre=23,Lalín - Pontevedra,Senderos,,,
PR-G 196 RUTA DE CASTRO,https://www.turismo.gal/recurso/-/detalle/200518000078/pr-g-196-ruta-de-castro?langId=es_ES&tp=6&ctre=23,A Estrada - Pontevedra,Senderos,,,
PR-G 197 RUTA DE CODESEDA - RAPA DAS BESTAS,https://www.turismo.gal/recurso/-/detalle/200518000080/pr-g-197-ruta-de-codeseda-rapa-das-bestas?langId=es_ES&tp=6&ctre=23,A Estrada - Pontevedra,Senderos,,,
PR-G 2 ALOIA,https://www.turismo.gal/recurso/-/detalle/33778/pr-g-2-aloia?langId=es_ES&tp=6&ctre=23,Pontevedra,Senderos,,,
PR-G 210 RUTA DO CASTRO DE DOADE,https://www.turismo.gal/recurso/-/detalle/200526000157/pr-g-210-ruta-do-castro-de-doade?langId=es_ES&tp=6&ctre=23,Lalín - Pontevedra,Senderos,,,
PR-G 230 SENDIERO DO RÍO MANESES,https://www.turismo.gal/recurso/-/detalle/200529000220/pr-g-230-sendiero-do-rio-maneses?langId=es_ES&tp=6&ctre=23,Campo Lameiro - Pontevedra,Senderos,,,
PR-G 7 RUTA DO FARO,https://www.turismo.gal/recurso/-/detalle/36338/pr-g-7-ruta-do-faro?langId=es_ES&tp=6&ctre=23,"Lugo
Ourense
Pontevedra",Senderos,,,
PR-G 94 RUTA DOS MUÍÑOS DO FOLÓN E DO PICÓN,https://www.turismo.gal/recurso/-/detalle/37100/pr-g-94-ruta-dos-muinos-do-folon-e-do-picon?langId=es_ES&tp=6&ctre=23,O Rosal - Pontevedra,Senderos,,,
"PR-G 95 SENDEIRO DE ""OS CARRANOS""",https://www.turismo.gal/recurso/-/detalle/261054821/pr-g-95-sendeiro-de-os-carranos-?langId=es_ES&tp=6&ctre=23,Covelo - Pontevedra,Senderos,,,
PRADO SURF,https://www.turismo.gal/recurso/-/detalle/180621000473/prado-surf?langId=es_ES&tp=85&ctre=172,"Praia de Patos, s/n 36350 Nigrán - Pontevedra",Empresas de actividades deportivas,,,
PUERTO DEPORTIVO DE BAIONA,https://www.turismo.gal/recurso/-/detalle/28883/puerto-deportivo-de-baiona?langId=es_ES&tp=66&ctre=117,"Avenida Monte Real, nº s/n 36300 Baiona - Pontevedra",Instal. náutico deportivas. Marítima,,+34 986 385 107,puertobaiona@puertobaiona.com
PUERTO DEPORTIVO DE MARÍN,https://www.turismo.gal/recurso/-/detalle/28424/puerto-deportivo-de-marin?langId=es_ES&tp=66&ctre=123,36900 Marín - Pontevedra,Otras Inst. náutico deportivas.Maritima,,,
PUERTO DEPORTIVO DE VIGO (REAL CLUB NÁUTICO),https://www.turismo.gal/recurso/-/detalle/28412/puerto-deportivo-de-vigo-real-club-nautico-?langId=es_ES&tp=66&ctre=117,"As Avenidas, nº s/n 36202 Vigo - Pontevedra",Instal. náutico deportivas. Marítima,,+34 986 447 441 / +34 986 449 694,info@puertodevigo.com
QUECHE,https://www.turismo.gal/recurso/-/detalle/nr-po-000370/queche?langId=es_ES&tp=85&ctre=172,"RUA ESPERALA, 59 0 Gondomar - Pontevedra",Empresas de actividades deportivas,,,
RASTRO DE ANTIGÜEDADES,https://www.turismo.gal/recurso/-/detalle/35169/rastro-de-antigu-edades?langId=es_ES&tp=49&ctre=281,Praza do Teucro 36002 Pontevedra - Pontevedra,Feria especializada,,,
REAL AERO CLUB DE VIGO,https://www.turismo.gal/recurso/-/detalle/nr-po-000303/real-aero-club-de-vigo?langId=es_ES&tp=85&ctre=172,"AVD. AEROPUERTO, S/N 0 Vigo - Pontevedra",Empresas de actividades deportivas,,,
REAL AEROCLUB DE VIGO,https://www.turismo.gal/recurso/-/detalle/474/real-aeroclub-de-vigo?langId=es_ES&tp=64&ctre=97,Avenida del Aeropuerto s/n 36318 Vigo - Pontevedra,Campo de golf,,+34 986 486 645,info@racvigo.com
REAL CLUB DE GOLF LA TOJA,https://www.turismo.gal/recurso/-/detalle/473/real-club-de-golf-la-toja?langId=es_ES&tp=64&ctre=97,36991 O Grove - Pontevedra,Campo de golf,,+34 986 730 158,oficinadeportiva@latojagolf.com
REAL CLUB DE MAR DE AGUETE,https://www.turismo.gal/recurso/-/detalle/28409/real-club-de-mar-de-aguete?langId=es_ES&tp=66&ctre=117,"Avda. Juan Gago de Mendoza, nº 167 36913 Marín - Pontevedra",Instal. náutico deportivas. Marítima,,+34 986 702 373,aguete@rcmaguete.com
REAL CLUB NÁUTICO DE SANXENXO,https://www.turismo.gal/recurso/-/detalle/160301000001/real-club-nautico-de-sanxenxo?langId=es_ES&tp=66&ctre=117,"Calle Augusto González Besada, nº 11 36960 Sanxenxo - Pontevedra",Instal. náutico deportivas. Marítima,,+34 986 803 400,
REAL CLUB NAUTICO DE SANXENXO,https://www.turismo.gal/recurso/-/detalle/280381791/real-club-nautico-de-sanxenxo?langId=es_ES&tp=85&ctre=172,"Augusto González Besada, nº 11 36960 Sanxenxo - Pontevedra",Empresas de actividades deportivas,,+34 986 803 400,info@rcnsanxenxo.com
REAL CLUB NAUTICO DE VIGO,https://www.turismo.gal/recurso/-/detalle/24443/real-club-nautico-de-vigo?langId=es_ES&tp=85&ctre=172,"As Avenidas, s/n 36202 Vigo - Pontevedra",Empresas de actividades deportivas,,+34 986 447 441,rcnautico@rcnauticovigo.com
REAL CLUB NÁUTICO RODEIRA,https://www.turismo.gal/recurso/-/detalle/24006/real-club-nautico-rodeira?langId=es_ES&tp=85&ctre=172,"Avenida de Bueu, nº 1 36940 Cangas - Pontevedra",Empresas de actividades deportivas,,+34 986 304 246,
REVOLTAS DO RÍO TAMUXE,https://www.turismo.gal/recurso/-/detalle/210511000306/revoltas-do-rio-tamuxe?langId=es_ES&tp=40004370,Oia - Pontevedra,Paseos,,,
ROMARÍA DA TORTILLA DE LARO,https://www.turismo.gal/recurso/-/detalle/fi-po-000034/romaria-da-tortilla-de-laro?langId=es_ES&tp=97&ctre=261,Silleda - Pontevedra,Fiestas de Galicia de interés turístico,,,
ROMARÍA DE SANTA MARTA DE RIBARTEME,https://www.turismo.gal/recurso/-/detalle/200312000146/romaria-de-santa-marta-de-ribarteme?langId=es_ES&tp=97&ctre=261,36447 As Neves - Pontevedra,Fiestas de Galicia de interés turístico,,,
ROMARÍA DO CORPIÑO,https://www.turismo.gal/recurso/-/detalle/200312000148/romaria-do-corpino?langId=es_ES&tp=97&ctre=261,36512 Lalín - Pontevedra,Fiestas de Galicia de interés turístico,,,
ROMARÍA VIQUINGA DE CATOIRA,https://www.turismo.gal/recurso/-/detalle/fi-po-000014/romaria-viquinga-de-catoira?langId=es_ES&tp=97&ctre=262,Catoira - Pontevedra,Fiestas de interés turístico Internacional,,,
ROMARÍAS DA VIRXE DA FRANQUEIRA,https://www.turismo.gal/recurso/-/detalle/fi-po-000003/romarias-da-virxe-da-franqueira?langId=es_ES&tp=97&ctre=261,A Cañiza - Pontevedra,Fiestas de Galicia de interés turístico,,,
SABINA,https://www.turismo.gal/recurso/-/detalle/23973/sabina?langId=es_ES&tp=85&ctre=172,Club de Yates 36300 Baiona - Pontevedra,Empresas de actividades deportivas,,+34 986 811 802,
SAILWAY,https://www.turismo.gal/recurso/-/detalle/38603/sailway?langId=es_ES&tp=85&ctre=172,ESTACIÓN MARÍTIMA DE RÍA-JARDINES DE ELDUAYEN LOCAL 7 36201 Vigo - Pontevedra,Empresas de actividades deportivas,,+34 986 442 351,info@sailway.es
SALIMAT (SALÓN DE ALIMENTACIÓN DO ATLÁNTICO),https://www.turismo.gal/recurso/-/detalle/272942174/salimat-salon-de-alimentacion-do-atlantico-?langId=es_ES&tp=49&ctre=281,Lg. Recinto Ferial 36540 Silleda - Pontevedra,Feria especializada,,,
SALÓN DAS DENOMINACIÓN DE ORIXE E DELICATESSEN,https://www.turismo.gal/recurso/-/detalle/35209/salon-das-denominacion-de-orixe-e-delicatessen?langId=es_ES&tp=49&ctre=281,Avd. Aeroporto 772 - IFEVI 36318 Vigo - Pontevedra,Feria especializada,,,
"SALÓN DO AUTOMÓBIL, MOTO E IND. AUX. DO AUTOMÓBIL",https://www.turismo.gal/recurso/-/detalle/35210/salon-do-automobil-moto-e-ind.-aux.-do-automobil?langId=es_ES&tp=49&ctre=285,Avd. Aeroporto 772 - IFEVI 36318 Vigo - Pontevedra,Muestras,,,
SALÓN DO LIBRO INFANTIL E XUVENIL,https://www.turismo.gal/recurso/-/detalle/280381738/salon-do-libro-infantil-e-xuvenil?langId=es_ES&tp=49&ctre=281,Lugar Pazo de Congresos e Exposicións 36005 Pontevedra - Pontevedra,Feria especializada,,,
SALÓN EMPREDEDOR DO ATLÁNTICO,https://www.turismo.gal/recurso/-/detalle/35229/salon-emprededor-do-atlantico?langId=es_ES&tp=49&ctre=281,Avda .Aeroporto 772 - IFEVI 36318 Vigo - Pontevedra,Feria especializada,,,
SALÓN INTERNACIONAL DA CONSTRUCCIÓN,https://www.turismo.gal/recurso/-/detalle/35230/salon-internacional-da-construccion?langId=es_ES&tp=49&ctre=281,Avda. Aeroporto 772 - IFEVI 36318 Vigo - Pontevedra,Feria especializada,,,
SEA TAXI CHARTER,https://www.turismo.gal/recurso/-/detalle/190129000427/sea-taxi-charter?langId=es_ES&tp=85&ctre=172,Porto Base Sanxenxo 36960 Sanxenxo - Pontevedra,Empresas de actividades deportivas,,,maritimajp@maritimajp.com
SEGATUR,https://www.turismo.gal/recurso/-/detalle/280382294/segatur?langId=es_ES&tp=85&ctre=172,"RUA BARCELONA, 53 - ESC. 2 - PLANTA B 36211 Vigo - Pontevedra",Empresas de actividades deportivas,,+34 886 117 011,info@segatur.com
SEGEM,https://www.turismo.gal/recurso/-/detalle/38303/segem?langId=es_ES&tp=85&ctre=172,"Canovas do Castillo, 10 36202 Vigo - Pontevedra",Empresas de actividades deportivas,,,
SEMANA SANTA DE CANGAS,https://www.turismo.gal/recurso/-/detalle/fi-po-000017/semana-santa-de-cangas?langId=es_ES&tp=97&ctre=261,Cangas - Pontevedra,Fiestas de Galicia de interés turístico,,,
SEMANA SANTA DE PARADELA,https://www.turismo.gal/recurso/-/detalle/fi-po-000029/semana-santa-de-paradela?langId=es_ES&tp=97&ctre=261,36960 Meis - Pontevedra,Fiestas de Galicia de interés turístico,,,
SENDA FLUVIAL DO RÍO LÉREZ,https://www.turismo.gal/recurso/-/detalle/210514000437/senda-fluvial-do-rio-lerez?langId=es_ES&tp=40004370,Pontevedra - Pontevedra,Paseos,,,
SENDEIRO DE PEDRAS NEGRAS,https://www.turismo.gal/recurso/-/detalle/210514000447/sendeiro-de-pedras-negras?langId=es_ES&tp=40004370,O Grove - Pontevedra,Paseos,,,
SENDERISMO RAMÓN,https://www.turismo.gal/recurso/-/detalle/200522000129/senderismo-ramon?langId=es_ES&tp=85&ctre=172,"Areal, nº 96 36201 Vigo - Pontevedra",Empresas de actividades deportivas,,,
SENDEROS DE GALICIA,https://www.turismo.gal/recurso/-/detalle/nr-po-000293/senderos-de-galicia?langId=es_ES&tp=85&ctre=172,"RUA BARCELONA, 33 0 Vigo - Pontevedra",Empresas de actividades deportivas,,,
SINGLE TRACK GALICIA,https://www.turismo.gal/recurso/-/detalle/201229000090/single-track-galicia?langId=es_ES&tp=85&ctre=172,"Gran Vía, nº 5 36204 Vigo - Pontevedra",Empresas de actividades deportivas,,,
SOCIEDADE CULTURAL E DEPORTIVA SAMIEIRA,https://www.turismo.gal/recurso/-/detalle/24234/sociedade-cultural-e-deportiva-samieira?langId=es_ES&tp=85&ctre=172,C/ Río de Bois s/n 36992 Poio - Pontevedra,Empresas de actividades deportivas,,,
SPABILATE SPA URBANO,https://www.turismo.gal/recurso/-/detalle/259034111/spabilate-spa-urbano?langId=es_ES&tp=85&ctre=172,"San Antoniño, 6-8 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,info@spabilate.net
STOCK PONTEVEDRA – SALÓN DE OPORTUNIDADES,https://www.turismo.gal/recurso/-/detalle/280381735/stock-pontevedra-salon-de-oportunidades?langId=es_ES&tp=49&ctre=281,Lugar Pazo de Congresos e Exposicións 36005 Pontevedra - Pontevedra,Feria especializada,,,info@zonamonumental.es
SUBASTA DE GANDO VACÚN,https://www.turismo.gal/recurso/-/detalle/272970683/subasta-de-gando-vacun?langId=es_ES&tp=49&ctre=282,Lg. Recinto Ferial 36540 Silleda - Pontevedra,Feria,mercado rural,,
"SUSIACUÑA, S.L.U.",https://www.turismo.gal/recurso/-/detalle/nr-po-000419/susiacuna-s.l.u.?langId=es_ES&tp=85&ctre=172,"RUA RAMON BARES, 45 0 Bueu - Pontevedra",Empresas de actividades deportivas,,,
T.R.A.M.E.S. S.L.,https://www.turismo.gal/recurso/-/detalle/nr-po-000296/t.r.a.m.e.s.-s.l.?langId=es_ES&tp=85&ctre=172,PUERTO DE COMBARRO 0 Poio - Pontevedra,Empresas de actividades deportivas,,,
TALASO ATLÁNTICO,https://www.turismo.gal/recurso/-/detalle/280377310/talaso-atlantico?langId=es_ES&tp=103&ctre=1000104,nº s/n 36309 Oia - Pontevedra,Talaso,,+34 986 385 090,talasoatlantico@talasoatlantico.com
TALASO HOTEL LOUXO LA TOJA,https://www.turismo.gal/recurso/-/detalle/280377197/talaso-hotel-louxo-la-toja?langId=es_ES&tp=103&ctre=1000104,nº s/n 36991 O Grove - Pontevedra,Talaso,,+34 986 730 200,reservas@louxolatoja.com
