nombre,link,direccion,tipo,categoria,telefono,email,web,coordenadas,web_interna,situacion_caminos_de_santiago,soles_repsol,horario_de_admisión:,tipos_de_servicios,regímenes,plazas_totales_calculadas,clasificación,servicios_de_autocaravanas,situacion_acceso,declaración,principales_monumentos,número_de_tiendas,tipo_tiendas,actividades,servicios_convenciones,alquiler,habitaciones,más_información,descripción_de_actividades,navegación,períodos_de_funcionamiento,servicios_de_las_instalaciones,servicios_de_la_población,características,rango,accesibilidad,estrellas_michelin,situación,superficie,servicios,información_y_equipamientos,artesanos,actividad_del_taller,otras_características,salones,tarjetas,estilos,orden_religiosa,el_paseo,accesibilidad_a_tener_en_cuenta
ATLÁNTICO,https://www.turismo.gal/recurso/-/detalle/32506/atlantico?langId=es_ES&tp=67&ctre=135,"R/ PADRE FERNANDO OLMEDO, 38 36002 Pontevedra - Pontevedra",Pensión,1 estrella,+34 986 861 551,info@hostalatlantico.es,http://www.hostalatlantico.es/,"42º 25' 50.8"" N - 8º 38' 11.9"" W",http://www.hostalatlantico.es/,Camino Portugués | Camino Portugués de la costa,,,Admite tarjetas de crédito | Bar-Cafetería | Calefacción central | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Restaurante | TV en habitaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATREVIDO,https://www.turismo.gal/recurso/-/detalle/v-po-000970/atrevido?langId=es_ES&tp=1001549&ctre=40000240,R/HERREROS 8 0 Pontevedra - Pontevedra,Café bar,,,,,"42º 25' 56.9"" N - 8º 38' 53.2"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVENIDA,https://www.turismo.gal/recurso/-/detalle/210601000022/avenida?langId=es_ES&tp=1001549&ctre=40000240,"Calle Eduardo Pondal, nº 46 36003 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVENIDA,https://www.turismo.gal/recurso/-/detalle/2272/avenida?langId=es_ES&tp=22&ctre=129,"Calle Eduardo Pondal, nº 46 36003 Pontevedra - Pontevedra",Hotel,1 Estrella,+34 986 857 784,Reservas@avenidahotel.net,http://www.avenidahotel.net/,"42º 25' 33.6"" N - 8º 38' 15.7"" W",http://www.avenidahotel.net/,Camino Portugués | Camino Portugués de la costa,,,Admite perros | Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Alquiler de bicicletas | Antena parabólica | Ascensor | Bar-Cafetería | Calefacción central | Garaje de pago | Hab. fumadores / no fumadores | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Lavandería | Parking de superficie | Restaurante | Sala de Reuniones | Salón de convenciones | Salón de estar | Secador pelo en habitaciones | Se habla francés | Se habla inglés | Servicio de fax | Servicio de secretaría | Teléfono en habitaciones | TV en habitaciones,Comida o cena | Desayuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZAHAR,https://www.turismo.gal/recurso/-/detalle/v-po-008282/azahar?langId=es_ES&tp=1001549&ctre=40000240,"Calle Pintor Manuel Colmeiro, nº 2 3003 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B TRAVEL,https://www.turismo.gal/recurso/-/detalle/274955422/b-travel?langId=es_ES&tp=73&ctre=153,"GRAN VIA, nº 31 36211 Pontevedra - Pontevedra",Agencia de viajes,,,vgo-granvia@bthetravelbrand.com,https://oficinas.bthetravelbrand.com/298,"42º 13' 54.0"" N - 8º 43' 03.9"" W",https://oficinas.bthetravelbrand.com/298,Camino Portugués | Camino Portugués de la costa,,,,,,Grupo: Mayorista-Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B TRAVEL,https://www.turismo.gal/recurso/-/detalle/280378872/b-travel?langId=es_ES&tp=73&ctre=153,"ALVARO CUNQUEIRO, nº 17 36211 Pontevedra - Pontevedra",Agencia de viajes,,,,https://oficinas.bthetravelbrand.com/1363,,https://oficinas.bthetravelbrand.com/1363,Camino Portugués | Camino Portugués de la costa,,,,,,Grupo: Mayorista-Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BACHATA,https://www.turismo.gal/recurso/-/detalle/v-po-006681/bachata?langId=es_ES&tp=1001549&ctre=40000240,"EDUARDO PONDAL, nº 40 0 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR 5 PINCHOS,https://www.turismo.gal/recurso/-/detalle/190228000262/bar-5-pinchos?langId=es_ES&tp=1001549&ctre=40000240,"Calle Isabel II, nº 31 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR AZUCARILLO,https://www.turismo.gal/recurso/-/detalle/190329000312/bar-azucarillo?langId=es_ES&tp=1001549&ctre=40000240,"Calle José Adrio Barreiro , nº 2 36004 Pontevedra - Pontevedra",Café bar,,,asesoria@hevianconsultores.es,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR BALIXAS,https://www.turismo.gal/recurso/-/detalle/v-po-001975/bar-balixas-?langId=es_ES&tp=1001549&ctre=40000240,"Calle Juan Bautista Andrade, nº 12 36005 Pontevedra - Pontevedra",Café bar,,,barbalixas@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR BERNA,https://www.turismo.gal/recurso/-/detalle/v-po-002019/bar-berna?langId=es_ES&tp=1001549&ctre=40000240,"Calle Condesa Pardo Bazán, nº 12 36002 Pontevedra - Pontevedra",Café bar,,+34 986 840 986,saloberna@outlook.es,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR CELOS CAFE,https://www.turismo.gal/recurso/-/detalle/v-po-005187/bar-celos-cafe?langId=es_ES&tp=1001549&ctre=40000240,"Calle Barcelos, nº 2 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR DETACO,https://www.turismo.gal/recurso/-/detalle/180817000175/bar-detaco?langId=es_ES&tp=1001549&ctre=40000240,"Calle Da Ponte, nº 14 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR ESTADIO,https://www.turismo.gal/recurso/-/detalle/v-po-001698/bar-estadio?langId=es_ES&tp=1001549&ctre=40000240,"Calle JUAN MANUEL PINTOS, nº 3 36005 Pontevedra - Pontevedra",Café bar,,,BERPAMAR1@GMAIL.COM,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR ESTANCO,https://www.turismo.gal/recurso/-/detalle/210309000735/bar-estanco?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Pio Bora, nº 9 36154 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR ESTRELLA,https://www.turismo.gal/recurso/-/detalle/v-po-000843/bar-estrella?langId=es_ES&tp=1001549&ctre=40000240,"Calle Figueroa, nº 1 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR LA ESPUELA,https://www.turismo.gal/recurso/-/detalle/210306000483/bar-la-espuela?langId=es_ES&tp=1001549&ctre=40000240,"Calle Figueroa, nº 3-5 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR MOGADOR,https://www.turismo.gal/recurso/-/detalle/v-po-005951/bar-mogador?langId=es_ES&tp=1001549&ctre=40000240,"CABANAS, nº 13 36143 Pontevedra - Pontevedra",Café bar,,,hind.malak.rayan@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR NOSO,https://www.turismo.gal/recurso/-/detalle/v-po-005311/bar-noso?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Antoniño, nº 26 36004 Pontevedra - Pontevedra",Café bar,,,sociedades@gpcerdedo.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR OLMOS,https://www.turismo.gal/recurso/-/detalle/191213000168/bar-olmos?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sierra - (Mercado de Abastos), nº 5 - Posto A-1 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR PALENQUE,https://www.turismo.gal/recurso/-/detalle/v-po-002880/bar-palenque?langId=es_ES&tp=1001549&ctre=40000240,"Calle Mestre Soutullo, nº 6 36004 Pontevedra - Pontevedra",Café bar,,,luciablangar@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR TANATORIO SAN MAURO,https://www.turismo.gal/recurso/-/detalle/211026000253/bar-tanatorio-san-mauro?langId=es_ES&tp=1001549&ctre=40000240,"Calle Camposanto - San Mauro, nº 2 36004 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR TAPERIA CRECIENTE,https://www.turismo.gal/recurso/-/detalle/v-po-005909/bar-taperia-creciente?langId=es_ES&tp=1001549&ctre=40000240,"Calle Belgica (Monteporreiro), nº nº 12 36162 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR TROPICAL,https://www.turismo.gal/recurso/-/detalle/v-po-000412/bar-tropical?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Antoniño, nº 36 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARBARELLA,https://www.turismo.gal/recurso/-/detalle/v-po-004057/barbarella?langId=es_ES&tp=1001549&ctre=40000240,R/MANUEL DEL PALACIO 4 PONTEVEDRA 0 Pontevedra - Pontevedra,Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARCELONA,https://www.turismo.gal/recurso/-/detalle/v-po-009439/barcelona?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Avda. de Vigo, nº 13 36003 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARCELOS,https://www.turismo.gal/recurso/-/detalle/v-po-006837/barcelos?langId=es_ES&tp=1001549&ctre=40000240,"Plaza BARCELOS , nº 28 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARRAGANS,https://www.turismo.gal/recurso/-/detalle/v-po-006970/barragans?langId=es_ES&tp=1001549&ctre=40000240,"LG. BARRAGANS, 1 - CAMPAÑO 0 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARRIO ANTIGO DA CIDADE DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/28473/barrio-antigo-da-cidade-de-pontevedra?langId=es_ES&tp=7&ctre=27,36001 Pontevedra - Pontevedra,Conjunto histórico,,,,,"42º 25' 53.4"" N - 8º 38' 48.3"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,Bien de Interes Cultural,"Nombre: Praza da Verdura | Datación: . | Estilo: Cabecera gótica | Nombre: Praza da Leña | Datación: . | Estilo: Arquitectura popular. | Nombre: Praza da Ferrería | Datación: . | Estilo: Arquitectura popular. | Nombre: Museo provincial | Datación: . | Estilo: Arquitectura popular. | Nombre: Igrexa de San Francisco | Datación: s. XIII, XIV | Estilo: Barroco civil. | Nombre: Igrexa de San Bartolomé | Datación: s. XVII | Estilo: Románico | Nombre: Igrexa da Peregrina | Datación: s. XVIII | Estilo: Barroco | Nombre: Convento de Santa Clara | Datación: s. XV | Estilo: Barroco de influencia portuguesa | Nombre: Ruinas Convento Sto. Domingo - Datación: s. XIV | Nombre: Basílica Santa María la Mayor | Datación: s. XV-XVI | Estilo: Ojival | Nombre: Alameda | Datación: . | Estilo: Gótico renacentista, fachada pLateresca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARRIO DA MOUREIRA,https://www.turismo.gal/recurso/-/detalle/278095494/barrio-da-moureira?langId=es_ES&tp=10&ctre=63,36001 Pontevedra - Pontevedra,Conjunto singular,,,,,"42º 25' 49.9"" N - 8º 39' 06.0"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARULLO,https://www.turismo.gal/recurso/-/detalle/v-po-008646/barullo?langId=es_ES&tp=1001549&ctre=40000240,"Calle Princesa, nº 15 36002 Pontevedra - Pontevedra",Café bar,,,facendobarullo@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BASES KDM Y SENDEROS DE AGUA,https://www.turismo.gal/recurso/-/detalle/180620000447/bases-kdm-y-senderos-de-agua?langId=es_ES&tp=85&ctre=172,"Calle Gavián, s/n - Centro deportivo David Cal (Verducido) 36151 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BASÍLICA DE SANTA MARÍA A MAIOR,https://www.turismo.gal/recurso/-/detalle/3270/basilica-de-santa-maria-a-maior?langId=es_ES&tp=8&ctre=31,"Avenida de Santa María, nº s/n 36002 Pontevedra - Pontevedra",Iglesia,,,realbasilica@planalfa.es,http://www3.planalfa.es/santamarialamayor/,"42º 26' 01.9"" N - 8º 38' 51.0"" W",http://www3.planalfa.es/santamarialamayor/,Camino Portugués | Camino Portugués de la costa,,,,,,,,Núcleo urbano,Bien de Interes Cultural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBC,https://www.turismo.gal/recurso/-/detalle/v-po-007115/bbc?langId=es_ES&tp=1001549&ctre=40000240,"R/ A ESTRADA, 26 36004 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESPOKE SENSES,https://www.turismo.gal/recurso/-/detalle/280382072/bespoke-senses?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,administracion@bespokesenses.com,,,,Camino Portugués | Camino Portugués de la costa,,,,,,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLANCO Y NEGRO,https://www.turismo.gal/recurso/-/detalle/c-po-000798/blanco-y-negro?langId=es_ES&tp=1001550&ctre=40000242,"Calle Enrique Labarta , nº 1 36001 Pontevedra - Pontevedra",Cafetería,,,,,"42º 25' 48.1"" N - 8º 38' 48.1"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLOOM,https://www.turismo.gal/recurso/-/detalle/180726000464/bloom?langId=es_ES&tp=1001550&ctre=40000242,"Calle Paxariñal, nº 2 36003 Pontevedra - Pontevedra",Cafetería,,+34 886 908 462,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOA VILA,https://www.turismo.gal/recurso/-/detalle/275116522/boa-vila?langId=es_ES&tp=22&ctre=129,"Calle Real , nº 4-6 Pontevedra - Pontevedra",Hotel,1 Estrella,+34 986 105 265,info@hotelboavila.es,,"42º 25' 57.0"" N - 8º 38' 42.0"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOAVILA VIAXES,https://www.turismo.gal/recurso/-/detalle/181116000136/boavila-viaxes?langId=es_ES&tp=73&ctre=153,"Oliva, nº 33 36001 Pontevedra - Pontevedra",Agencia de viajes,,+34 689 706 483,boavilaviaxes@gmail.com,,,,Camino Portugués | Camino Portugués de la costa,,,,,,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOCAITO,https://www.turismo.gal/recurso/-/detalle/c-po-000676/bocaito?langId=es_ES&tp=1001550&ctre=40000242,"Calle Chariño, nº 2 36002 Pontevedra - Pontevedra",Cafetería,,+34 986 866 586,recepcion@gestoriafuentes.com,,"42º 25' 56.7"" N - 8º 38' 48.2"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOCARTE - ESPACIO GASTRONOMICO,https://www.turismo.gal/recurso/-/detalle/280383212/bocarte-espacio-gastronomico?langId=es_ES&tp=24&ctre=142,"Calle Nova de Arriba, nº 7 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,info@bocartefusion.com,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOCATERIA M & J CACAO,https://www.turismo.gal/recurso/-/detalle/180417000261/bocateria-m-j-cacao?langId=es_ES&tp=1001549&ctre=40000240,"Calle Cobián Roffignac, nº 15 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOCATERIA SANCHEZ,https://www.turismo.gal/recurso/-/detalle/200415000116/bocateria-sanchez?langId=es_ES&tp=1001549&ctre=40000240,"Calle Marquesa, nº 8 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOCATERIA TIO GILITO,https://www.turismo.gal/recurso/-/detalle/191022000253/bocateria-tio-gilito?langId=es_ES&tp=1001549&ctre=40000240,"Calle Rúa Estrada, nº 23 36004 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOCATERÍA TIO GILITO,https://www.turismo.gal/recurso/-/detalle/v-po-009103/bocateria-tio-gilito?langId=es_ES&tp=1001549&ctre=40000240,"PRAZA DE ESPAÑA, 7 0 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BODEGON O XAMON,https://www.turismo.gal/recurso/-/detalle/v-po-003239/bodegon-o-xamon?langId=es_ES&tp=1001549&ctre=40000240,"Calle Santa Clara, nº 37 36002 Pontevedra - Pontevedra",Café bar,,,bodegonoxamon@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BODEGÓN SALGADOIRO,https://www.turismo.gal/recurso/-/detalle/v-po-006502/bodegon-salgadoiro?langId=es_ES&tp=1001549&ctre=40000240,AVDA.DE LUGO 92 PONTEVEDRA 4 Pontevedra - Pontevedra,Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BORONA,https://www.turismo.gal/recurso/-/detalle/r-po-003624/borona?langId=es_ES&tp=24&ctre=142,"TRAVESÍA COMERCIO, 3 BAIXO 0 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BORONA II,https://www.turismo.gal/recurso/-/detalle/c-po-001073/borona-ii?langId=es_ES&tp=1001550&ctre=40000242,"Calle Joaquín Costa , nº 28 36001 Pontevedra - Pontevedra",Cafetería,,,,,"42º 25' 42.9"" N - 8º 38' 24.8"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTANIC,https://www.turismo.gal/recurso/-/detalle/v-po-003314/botanic?langId=es_ES&tp=1001549&ctre=40000240,"Calle Barcelos, nº 14 36002 Pontevedra - Pontevedra",Café bar,,,pablopazos62@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOUQUET,https://www.turismo.gal/recurso/-/detalle/v-po-005591/bouquet?langId=es_ES&tp=1001549&ctre=40000240,R/SALVADOR MORENO 48 0 Pontevedra - Pontevedra,Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRASIL DOS,https://www.turismo.gal/recurso/-/detalle/v-po-000378/brasil-dos?langId=es_ES&tp=1001549&ctre=40000240,R/COUSIÑO 18 PONTEVEDRA 0 Pontevedra - Pontevedra,Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRASILIA,https://www.turismo.gal/recurso/-/detalle/v-po-000377/brasilia?langId=es_ES&tp=1001549&ctre=40000240,R/PONTE 18 PONTEVEDRA 0 Pontevedra - Pontevedra,Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREAKING THE RULES CAFE BAR,https://www.turismo.gal/recurso/-/detalle/v-po-004041/breaking-the-rules-cafe-bar?langId=es_ES&tp=1001549&ctre=40000240,"Calle Maria Victoria Moreno, nº 46 36003 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREOGÁN,https://www.turismo.gal/recurso/-/detalle/v-po-005766/breogan?langId=es_ES&tp=1001549&ctre=40000240,"RÚA SANTIÑA, 11, BAIXO 36005 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUBELA,https://www.turismo.gal/recurso/-/detalle/v-po-006638/bubela?langId=es_ES&tp=1001549&ctre=40000240,RUA SAN CAYETANO 25-A ALBA 36157 Pontevedra - Pontevedra,Café bar,,,manologarciabubela@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BUEN COMER, EL",https://www.turismo.gal/recurso/-/detalle/15558/buen-comer-el?langId=es_ES&tp=24&ctre=142,"Cruz Gallastegui, nº 17 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 847 044,,,"42º 25' 45.3"" N - 8º 38' 22.2"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUHO AZUL,https://www.turismo.gal/recurso/-/detalle/v-po-007509/buho-azul?langId=es_ES&tp=1001549&ctre=40000240,"Avenida BUENOS AIRES, nº 16 36002 Pontevedra - Pontevedra",Café bar,,,jorgemanuelgarcia@hotmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BULEBULE,https://www.turismo.gal/recurso/-/detalle/200915000175/bulebule?langId=es_ES&tp=1001549&ctre=40000240,"Calle Pintor Laxeiro, nº 38 36004 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BULEZEN URBAN HOSTEL,https://www.turismo.gal/recurso/-/detalle/220718000389/bulezen-urban-hostel?langId=es_ES&tp=1000100&ctre=1000120,"Calle García Camba, nº 12 36001 Pontevedra - Pontevedra",Albergue Turístico,,+34 886 060 247,bulezenurbanhostel@gmail.com,,"42º 25' 46.6"" N - 8º 38' 38.5"" W",http://www.bulezen.com/,Camino Portugués,,,Admite tarjetas de crédito | Agua caliente | Aire Acond. en habitaciones | Aire acondicionado | Almacén bicicletas | Biblioteca | Calefacción central | Cocina | Comedor | Duchas | Edificio histórico | Frigorífico | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Lavadero | Lavadora | Lavadora y Secadora de pago | Lavandería | Máquina de café | Máquina de refrescos | Microondas | Recepción | Salón de estar | Secador pelo en habitaciones | Se habla inglés | Taquillas | Tendedero | Toallas y jabón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUN BURGUER,https://www.turismo.gal/recurso/-/detalle/v-po-003698/bun-burguer?langId=es_ES&tp=1001549&ctre=40000240,R/PEREGRINA 40 0 Pontevedra - Pontevedra,Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURGER KING,https://www.turismo.gal/recurso/-/detalle/190910000048/burger-king?langId=es_ES&tp=24&ctre=142,"Calle Da Carrasqueira, nº 1 36004 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 675 783 679,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURGER KING,https://www.turismo.gal/recurso/-/detalle/269982299/burger-king?langId=es_ES&tp=24&ctre=142,"Plaza Curros Enriquez, nº 14 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,,"42º 25' 55.9"" N - 8º 38' 42.0"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.C. GALERÍAS OLIVA,https://www.turismo.gal/recurso/-/detalle/269798945/c.c.-galerias-oliva?langId=es_ES&tp=40&ctre=225,La Oliva 36202 Pontevedra - Pontevedra,Galería Comercial Urbana,,+34 986 850 352,,,"42º 25' 49.5"" N - 8º 38' 39.6"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.C. VIALIA,https://www.turismo.gal/recurso/-/detalle/21274/c.c.-vialia?langId=es_ES&tp=40&ctre=226,"Avda de la Estación, nº s/n 36001 Pontevedra - Pontevedra",Centros comerciales,,+34 981 164 256,pontevedra@vialia.es,http://www.vialia.es/,"42º 25' 18.1"" N - 8º 38' 09.9"" W",http://www.vialia.es/,Camino Portugués | Camino Portugués de la costa,,,Aparcamiento | Área de juegos para niños | Cajero automático | Parada de taxi | Servicio de vigilancia,,,,,,,,22.00,Cines | Peluquería | Moda y complementos | Librería | Inmobiliaria | Hostelería | Regalos y hogar,Rango: Comarcal | Periodicidad: Anual | ##: Exposiciones | Rango: Comarcal | Periodicidad: Anual | ##: Concursos,,,,,,,,,,,,,,,,,,,,,,,,,,
CAFE - BAR LA RANA VERDE,https://www.turismo.gal/recurso/-/detalle/v-po-009649/cafe-bar-la-rana-verde?langId=es_ES&tp=1001549&ctre=40000240,"Calle Cruz Gallastegui, nº 4 36003 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAFE - BAR PLAZA DE ABASTOS,https://www.turismo.gal/recurso/-/detalle/v-po-008271/cafe-bar-plaza-de-abastos?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sierra - (Mercado de Abastos), nº 5 - Posto 3 - 4 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
