nombre,link,direccion,tipo,categoria,telefono,email,fuente,coordenadas,web,tipos_de_servicios,regímenes,habitaciones,plazas_totales_calculadas,situacion_caminos_de_santiago,alquiler,accesibilidad,horario_de_admisión:,servicios_convenciones,número_de_baños_o_aseos,nº_total_de_plazas_del_establecimiento,salones,tarjetas,servicios_enoturismo,más_información,distancia,soles_repsol,estrellas_michelin,situacion_visitas,municipio
RÍAS BAJAS,https://www.turismo.gal/recurso/-/detalle/1985/rias-bajas?langId=es_ES&tp=22&ctre=129,"Calle Daniel de la Sota Valdecilla , nº 7 36001 Pontevedra - Pontevedra",Hotel,3 Estrellas,+34 986 855 100,contacto@hotelriasbajas.com,Donde alojarse,"42º 25' 48.3"" N - 8º 38' 34.9"" W",mailto:contacto@hotelriasbajas.com,Admite perros | Admite tarjetas de crédito | Aire acondicionado | Antena parabólica | Ascensor | Bar-Cafetería | Caja Fuerte individual | Calefacción central | Cambio de moneda | Garaje de pago | Hab. fumadores / no fumadores | Habitaciónes con salón-suites | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Lavandería | Minibar | Restaurante | Sala de Reuniones | Salón de convenciones | Salón de estar | Secador pelo en habitaciones | Se habla francés | Se habla inglés | Servicio de canguro | Servicio de fax | Teléfono en habitaciones | TV en habitaciones,Comida o cena | Desayuno,,,Camino Portugués | Camino Portugués de la costa,,,,Acceso Internet | Área de recepción | Fax | Fotocopiadora | Megafonía | Pantallas | Pizarra de papel | Proyección de cine | Proyectores | Salones divisibles | Servicio Postal | Tablones de anuncios | Vídeo,,,Nombre | Clase | Cóctel | Restaurante | Teatro | U | Tambo+Cies+Ons 130 120 | Salón Tambo 25 30 | Salón Ons 12 20 25 20 | Salón Cies 30 70 90 60 25,,,,,,,,Pontevedra
ROOM,https://www.turismo.gal/recurso/-/detalle/35021/room?langId=es_ES&tp=22&ctre=129,"Calle Profesor Filgueira Valverde , nº 10 36004 Pontevedra - Pontevedra",Hotel,2 Estrellas,+34 986 869 550,reservas@hotelroompontevedra.com,Donde alojarse,"42º 25' 36.6"" N - 8º 38' 15.7"" W",mailto:reservas@hotelroompontevedra.com,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Antena parabólica | Ascensor | Calefacción central | Garaje de pago | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Secador pelo en habitaciones | Se habla inglés | Servicio de fax | Teléfono en habitaciones | TV en habitaciones,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
RÚAS,https://www.turismo.gal/recurso/-/detalle/2501/ruas?langId=es_ES&tp=22&ctre=129,"Calle Padre Sarmiento , nº 20 36002 Pontevedra - Pontevedra",Hotel,1 Estrella,+34 986 846 416,hotelruas@gmail.com,Donde alojarse,"42º 25' 58.3"" N - 8º 38' 36.3"" W",mailto:hotelruas@gmail.com,Admite perros | Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Antena parabólica | Ascensor | Bar-Cafetería | Caja Fuerte individual | Calefacción individual | Edificio histórico | Garaje de pago | Garaje gratuito | Hab. fumadores / no fumadores | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Lavandería | Restaurante | Sala de Reuniones | Secador pelo en habitaciones | Se habla inglés | Servicio de fax | Servicio de habitaciones 24 h. | Teléfono en habitaciones | TV en habitaciones,Desayuno,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
SANTA CLARA,https://www.turismo.gal/recurso/-/detalle/33303/santa-clara?langId=es_ES&tp=67&ctre=135,"Calle Santa Clara , nº 31 36362 Pontevedra - Pontevedra",Pensión,1 estrella,+34 986 846 820,info@pensionsantaclara.es,Donde alojarse,"42º 25' 56.4"" N - 8º 38' 21.8"" W",mailto:info@pensionsantaclara.es,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
SLOW CITY HOSTEL PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/150901000002/slow-city-hostel-pontevedra?langId=es_ES&tp=1000100&ctre=1000120,"Calle Amargura, nº 5 36002 Pontevedra - Pontevedra",Albergue Turístico,,+34 631 062 896,,Donde alojarse,"42º 26' 02.3"" N - 8º 38' 53.6"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
TUROQUA HOSTEL,https://www.turismo.gal/recurso/-/detalle/230308000188/turoqua-hostel?langId=es_ES&tp=1000100&ctre=1000120,"Calle Sarmiento, nº 7 36002 Pontevedra - Pontevedra",Albergue Turístico,,,info@hostelpontevedra.es,Donde alojarse,"42º 25' 59.9"" N - 8º 38' 41.2"" W",mailto:info@hostelpontevedra.es,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
VIRGEN DEL CAMINO,https://www.turismo.gal/recurso/-/detalle/90/virgen-del-camino?langId=es_ES&tp=22&ctre=129,"Calle Virgen del Camino , nº 53-55 36001 Pontevedra - Pontevedra",Hotel,3 Estrellas,+34 986 855 900,reservas@hotelvirgendelcamino.com,Donde alojarse,"42º 25' 39.1"" N - 8º 38' 23.6"" W",mailto:reservas@hotelvirgendelcamino.com,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Ascensor | Bar-Cafetería | Calefacción central | Calefacción individual | Garaje de pago | Hab. fumadores / no fumadores | Habitaciónes con salón-suites | Internet / wifi en zonas comunes | Sala de Reuniones | Secador pelo en habitaciones | Servicio de fax | Teléfono en habitaciones | TV en habitaciones,Cena | Comida | Desayuno | Desayuno Buffet | Media pensión,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,4B | American Express | Master Card | Visa,,,,,,,Pontevedra
BOCATERIA TRIS,https://www.turismo.gal/recurso/-/detalle/v-po-001173/-bocateria-tris?langId=es_ES&tp=1001549&ctre=40000240,"Calle FRAY JUAN DE NAVARRETE, nº 10 36001 Pontevedra - Pontevedra",Café bar,,,bocateriatris@hotmail.es,Donde comer,"42º 25' 44.4"" N - 8º 38' 31.7"" W",mailto:bocateriatris@hotmail.es,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
3 NORTES,https://www.turismo.gal/recurso/-/detalle/v-po-008845/3-nortes-?langId=es_ES&tp=1001549&ctre=40000240,"Praza de San José, nº 2 36001 Pontevedra - Pontevedra",Café bar,,,3nortespontevedra@gmail.com,Donde comer,,mailto:3nortespontevedra@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
33,https://www.turismo.gal/recurso/-/detalle/v-po-005481/33?langId=es_ES&tp=1001549&ctre=40000240,"Calle Rosalía de Castro, nº 78 36003 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
A CAPELA,https://www.turismo.gal/recurso/-/detalle/v-po-006865/a-capela?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Mauro, nº 35 36004 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
A CASA DA LEÑA,https://www.turismo.gal/recurso/-/detalle/22596/a-casa-da-lena?langId=es_ES&tp=24&ctre=142,"Calle Figueroa , nº 33 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 722 489 576,GGUERRERO_04@HOTMAIL.COM,Donde comer,"42º 25' 57.6"" N - 8º 38' 36.3"" W",mailto:gguerrero_04@hotmail.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
A CASA DE PEDRA,https://www.turismo.gal/recurso/-/detalle/259729784/a-casa-de-pedra?langId=es_ES&tp=24&ctre=142,"Calle Ramón Otero Pedrayo, nº 9 36004 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 651 668 376,alvaropsampaio@hotmail.es,Donde comer,"42º 25' 05.8"" N - 8º 38' 02.6"" W",mailto:alvaropsampaio@hotmail.es,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
A CASTAÑA,https://www.turismo.gal/recurso/-/detalle/v-po-003674/a-castana?langId=es_ES&tp=1001549&ctre=40000240,"Calle Cruz Vermella, nº 8 36002 Pontevedra - Pontevedra",Café bar,,,malaquiasrivasjm@gmail.com,Donde comer,,mailto:malaquiasrivasjm@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
A DE BERNARDINO,https://www.turismo.gal/recurso/-/detalle/210311001238/a-de-bernardino?langId=es_ES&tp=1001549&ctre=40000240,"Lugar VIlares, nº 11 36154 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
A DE MEIRA,https://www.turismo.gal/recurso/-/detalle/v-po-006092/a-de-meira?langId=es_ES&tp=1001549&ctre=40000240,"RÚA LOUREIRO CRESPO,Nº 72 36004 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
A DE PACO,https://www.turismo.gal/recurso/-/detalle/v-po-008625/a-de-paco?langId=es_ES&tp=1001549&ctre=40000240,"Igrexa , nº 34 36143 Pontevedra - Pontevedra",Café bar,,,,Donde comer,"42º 24' 42.6"" N - 8º 38' 53.2"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
A DE PILI,https://www.turismo.gal/recurso/-/detalle/171205000016/a-de-pili?langId=es_ES&tp=1001549&ctre=40000240,"LG. FONTANS - SANTA MARIA DE XEVE, nº 15 36151 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
A DE TITA,https://www.turismo.gal/recurso/-/detalle/v-po-007389/a-de-tita?langId=es_ES&tp=1001549&ctre=40000240,"Calle RAFAEL DIESTE, nº 3 36004 Pontevedra - Pontevedra",Café bar,,,adetitapontevedra@gmail.com,Donde comer,"42º 24' 44.9"" N - 8º 37' 27.3"" W",mailto:adetitapontevedra@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
A DEVESA 1,https://www.turismo.gal/recurso/-/detalle/v-po-007189/a-devesa-1?langId=es_ES&tp=1001549&ctre=40000240,"Calle Loureiro Crespo, nº 56 36004 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
A DEVESA MONTEPORREIRO,https://www.turismo.gal/recurso/-/detalle/200415000117/a-devesa-monteporreiro?langId=es_ES&tp=1001549&ctre=40000240,"Calle Italia - Monteporreiro, nº 35 36162 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,http://www.adeves.es/,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
A FERVELLA,https://www.turismo.gal/recurso/-/detalle/210311001197/a-fervella?langId=es_ES&tp=1001549&ctre=40000240,"Praza de Abastos Pontevedra, nº Posto 24B-26B 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
A MURALLA,https://www.turismo.gal/recurso/-/detalle/11601/a-muralla?langId=es_ES&tp=24&ctre=142,"Michelena, 20 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 854 868,,Donde comer,"42º 25' 52.2"" N - 8º 38' 42.3"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
A NOSA NASA,https://www.turismo.gal/recurso/-/detalle/180216000154/a-nosa-nasa?langId=es_ES&tp=24&ctre=142,"Calle Da Santiña, nº 35 36005 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 606 181 164,xefe@xefedabirra.com,Donde comer,,mailto:xefe@xefedabirra.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
A PARRILLA,https://www.turismo.gal/recurso/-/detalle/269855350/a-parrilla?langId=es_ES&tp=24&ctre=142,"Uxío Novoneira, 3 36003 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 864 814,,Donde comer,"42º 25' 40.9"" N - 8º 38' 18.9"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
A POLBERIA,https://www.turismo.gal/recurso/-/detalle/191017000193/a-polberia?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sierra (Mercado de Abastos), nº 5 - Posto 23 B 36003 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
A PONTE,https://www.turismo.gal/recurso/-/detalle/11675/a-ponte?langId=es_ES&tp=24&ctre=142,36154 Pontevedra - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 856 045,,Donde comer,"42º 25' 22.1"" N - 8º 36' 42.8"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
A ROMANA,https://www.turismo.gal/recurso/-/detalle/v-po-009396/a-romana?langId=es_ES&tp=1001549&ctre=40000240,nº 23 36690 Pontevedra - Pontevedra,Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
A TABERNA ZENTOLA,https://www.turismo.gal/recurso/-/detalle/c-po-001167/a-taberna-zentola?langId=es_ES&tp=1001550&ctre=40000242,"RÚA CHARIÑO, 5, BAIXO 36002 Pontevedra - Pontevedra",Cafetería,,,locales@negocioagil.es,Donde comer,"42º 25' 57.1"" N - 8º 38' 47.7"" W",mailto:locales@negocioagil.es,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
AÇAÍ CONCEPT,https://www.turismo.gal/recurso/-/detalle/250624000452/ac-ai-concept?langId=es_ES&tp=1001549,"Calle Lepanto, nº 1 36001 Pontevedra - Pontevedra",Café Bar,,,eva.souto@idanet.es,Donde comer,,mailto:eva.souto@idanet.es,,,,,,,,,,,,,,,,,,,,Pontevedra
ACUÑA,https://www.turismo.gal/recurso/-/detalle/v-po-002826/acuna?langId=es_ES&tp=1001549&ctre=40000240,"Sagasta, nº 16 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
ACUÑA,https://www.turismo.gal/recurso/-/detalle/v-po-009758/acuna?langId=es_ES&tp=1001549&ctre=40000240,"RUA ANDRES MURUAIS, 12 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
ACUÑA 9,https://www.turismo.gal/recurso/-/detalle/161103000010/acuna-9?langId=es_ES&tp=1001549&ctre=40000240,"Calle LOUREIRO CRESPO, nº 26 36004 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
ADEGA DOS AVÓS,https://www.turismo.gal/recurso/-/detalle/16129/adega-dos-avos?langId=es_ES&tp=24&ctre=142,"Calle GUTIÉRREZ MELLADO, nº 6 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 841 561,adega.dos.avos@hotmail.com,Donde comer,"42º 25' 50.9"" N - 8º 38' 46.3"" W",mailto:adega.dos.avos@hotmail.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
ADEGA DOS AVÓS,https://www.turismo.gal/recurso/-/detalle/c-po-000874/adega-dos-avos?langId=es_ES&tp=1001550&ctre=40000242,"Calle Gutiérrez Mellado, nº 6 36001 Pontevedra - Pontevedra",Cafetería,,,,Donde comer,"42º 25' 50.6"" N - 8º 38' 46.2"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
AL ANDALUS,https://www.turismo.gal/recurso/-/detalle/v-po-006619/al-andalus?langId=es_ES&tp=1001549&ctre=40000240,RUA ALAMEDA NÚM. 16 BX. 36002 Pontevedra - Pontevedra,Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
ALAMEDA 10,https://www.turismo.gal/recurso/-/detalle/8924/alameda-10?langId=es_ES&tp=24&ctre=142,"Calle ALAMEDA, nº 10 36002 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 857 412,info@restaurantealameda10.com,Donde comer,"42º 25' 49.9"" N - 8º 38' 59.6"" W",mailto:info@restaurantealameda10.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,Recomendado,,,Pontevedra
ALBERO,https://www.turismo.gal/recurso/-/detalle/34498/albero?langId=es_ES&tp=24&ctre=142,"Calle Campo da Torre , nº 9 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,"42º 25' 47.3"" N - 8º 39' 09.2"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
ALEJOS,https://www.turismo.gal/recurso/-/detalle/v-po-000478/alejos?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Sebastián, nº 14 36002 Pontevedra - Pontevedra",Café bar,,,tonivazquez4@gmail.com,Donde comer,,mailto:tonivazquez4@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
ALMIRANTA,https://www.turismo.gal/recurso/-/detalle/v-po-000420/almiranta?langId=es_ES&tp=1001549&ctre=40000240,"Calle Isabel II, nº 23 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
AMASAME BAKERY LAB,https://www.turismo.gal/recurso/-/detalle/190912000072/amasame-bakery-lab?langId=es_ES&tp=1001549&ctre=40000240,"Calle Camiño de Ferro, nº 6 36003 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
AMERICAN TROPICAL BURGUER,https://www.turismo.gal/recurso/-/detalle/v-po-004191/american-tropical-burguer?langId=es_ES&tp=1001549&ctre=40000240,"Calle Cruz Roja, nº 16 36002 Pontevedra - Pontevedra",Café bar,,,LUISALEXISPUNTACANA@GMAIL.COM,Donde comer,,mailto:LUISALEXISPUNTACANA@GMAIL.COM,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
ANXEMI,https://www.turismo.gal/recurso/-/detalle/160309000030/anxemi?langId=es_ES&tp=1001549&ctre=40000240,"Calle ROSALIA DE CASTRO, nº 48 36004 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
ANXEMI,https://www.turismo.gal/recurso/-/detalle/220609000055/anxemi?langId=es_ES&tp=1001549&ctre=40000240,"Eduardo Pondal, nº 38 36003 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
AS GREAS,https://www.turismo.gal/recurso/-/detalle/v-po-007975/as-greas?langId=es_ES&tp=1001549&ctre=40000240,"Praza Da Leña, nº 1 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
ASADOR A COFRADIA,https://www.turismo.gal/recurso/-/detalle/278516988/asador-a-cofradia?langId=es_ES&tp=24&ctre=142,"Ponte Novo, nº 31 baixo 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,"42º 25' 42.4"" N - 8º 38' 59.4"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
ASADOR MONTECELO,https://www.turismo.gal/recurso/-/detalle/r-po-003518/asador-montecelo?langId=es_ES&tp=24&ctre=142,AVDA. DE MONTECELO NÚM. 23 BX.A 36161 Pontevedra - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
ASADOR O FANAL,https://www.turismo.gal/recurso/-/detalle/8928/asador-o-fanal?langId=es_ES&tp=24&ctre=142,"Calle Arzobispo Malvar, nº 28 36002 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 896 606,,Donde comer,"42º 26' 05.8"" N - 8º 38' 45.0"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
ASADOR OITAVEN,https://www.turismo.gal/recurso/-/detalle/266408510/asador-oitaven?langId=es_ES&tp=24&ctre=142,"Lg. Cancela , nº 2 36143 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,"42º 24' 05.0"" N - 8º 38' 17.9"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
ASADOR VIRGEN DEL CAMINO,https://www.turismo.gal/recurso/-/detalle/29123/asador-virgen-del-camino?langId=es_ES&tp=24&ctre=142,"Calle Virgen del Camino, nº 53 - 55 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 697 492 990,contabilidad@hotelvirgendelcamino.com,Donde comer,"42º 25' 39.1"" N - 8º 38' 23.6"" W",mailto:contabilidad@hotelvirgendelcamino.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
ASHE RESTOBAR,https://www.turismo.gal/recurso/-/detalle/15567/ashe-restobar?langId=es_ES&tp=24&ctre=142,"Avenida María Victoria Moreno, nº 53 36002 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 851 575,jose@campolongo.es,Donde comer,"42º 25' 32.7"" N - 8º 38' 52.0"" W",mailto:jose@campolongo.es,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
AVENIDA,https://www.turismo.gal/recurso/-/detalle/210601000022/avenida?langId=es_ES&tp=1001549&ctre=40000240,"Calle Eduardo Pondal, nº 46 36003 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
BAR 5 PINCHOS,https://www.turismo.gal/recurso/-/detalle/190228000262/bar-5-pinchos?langId=es_ES&tp=1001549&ctre=40000240,"Calle Isabel II, nº 31 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
BAR AZUCARILLO,https://www.turismo.gal/recurso/-/detalle/190329000312/bar-azucarillo?langId=es_ES&tp=1001549&ctre=40000240,"Calle José Adrio Barreiro , nº 2 36004 Pontevedra - Pontevedra",Café bar,,,asesoria@hevianconsultores.es,Donde comer,,mailto:asesoria@hevianconsultores.es,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
BAR BALIXAS,https://www.turismo.gal/recurso/-/detalle/v-po-001975/bar-balixas-?langId=es_ES&tp=1001549&ctre=40000240,"Calle Juan Bautista Andrade, nº 12 36005 Pontevedra - Pontevedra",Café bar,,,barbalixas@gmail.com,Donde comer,,mailto:barbalixas@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
BAR BERNA,https://www.turismo.gal/recurso/-/detalle/v-po-002019/bar-berna?langId=es_ES&tp=1001549&ctre=40000240,"Calle Condesa Pardo Bazán, nº 12 36002 Pontevedra - Pontevedra",Café bar,,+34 986 840 986,saloberna@outlook.es,Donde comer,,mailto:saloberna@outlook.es,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
