nombre,link,direccion,tipo,categoria,telefono,email,fuente,coordenadas,web,tipos_de_servicios,regímenes,habitaciones,plazas_totales_calculadas,situacion_caminos_de_santiago,alquiler,accesibilidad,horario_de_admisión:,servicios_convenciones,número_de_baños_o_aseos,nº_total_de_plazas_del_establecimiento,salones,tarjetas,servicios_enoturismo,más_información,distancia,soles_repsol,estrellas_michelin,situacion_visitas
A MEIGA DAS AREAS,https://www.turismo.gal/recurso/-/detalle/210831000495/a-meiga-das-areas?langId=es_ES&tp=67&ctre=135,"Calle Vista ó Mar, nº 3 Nigrán - Pontevedra",Pensión,2 estrellas,,info@ameigadasareas.com,Donde alojarse,"42º 07' 52.4"" N - 8º 49' 00.6"" W",mailto:info@ameigadasareas.com,Admite tarjetas de crédito | Aire acondicionado | Caja Fuerte individual | Habitaciónes con salón-suites | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Secador pelo en habitaciones | Se habla francés | Se habla inglés | TV en habitaciones,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
A MIMOSEIRA,https://www.turismo.gal/recurso/-/detalle/22886/a-mimoseira?langId=es_ES&tp=71&ctre=134,nº 7 36684 A Estrada - Pontevedra,Turismo rural,Grupo-B (Casa de Aldea),+34 986 573 253,reservas@casamimoseira.com,Donde alojarse,"42º 38' 51.2"" N - 8º 27' 22.3"" W",mailto:reservas@casamimoseira.com,Admisión de animales (consultar) | Aparcamiento | Barbacoa | Camas supletorias | Comedor | Cunas | Internet - Wi-Fi | Jardín / Huerta | Prohibido fumar | Salón | Salón de reuniones | Tarjetas de crédito (consultar) | Televisor en habitaciones | Tenis,Desayuno,Habitación: Habitaciones dobles | Número de cuartos: 7 | Número de plazas: 14,,Camino de Invierno | Vía de la Plata,,Grado de Accesibilidad: Practicable | Documentos de accesibilidad (2018): | Descargue este documento,,,,,,,,,,,,
A NENA DA DEVESA,https://www.turismo.gal/recurso/-/detalle/241007000156/a-nena-da-devesa?langId=es_ES&tp=67&ctre=135,nº 2 36490 Crecente - Pontevedra,Pensión,1 estrella,,anenadadevesa@gmail.com,Donde alojarse,"42º 12' 27.4"" N - 8º 11' 52.5"" W",mailto:anenadadevesa@gmail.com,,,,,,,,,,,,,,,,,,,
A NOSA CASA,https://www.turismo.gal/recurso/-/detalle/21727/a-nosa-casa?langId=es_ES&tp=67&ctre=135,36630 Cambados - Pontevedra,Pensión,1 estrella,+34 986 542 733,,Donde alojarse,"42º 32' 01.0"" N - 8º 48' 35.4"" W",,,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
A OLIVEIRA,https://www.turismo.gal/recurso/-/detalle/230331000694/a-oliveira?langId=es_ES&tp=68&ctre=130,36142 Vilaboa - Pontevedra,Apartamento,Apartamentos 1 Llave,,reservas@apartamentosaoliveira.com,Donde alojarse,"42º 19' 21.4"" N - 8º 39' 35.5"" W",mailto:reservas@apartamentosaoliveira.com,Aire acondicionado | Aparcamiento | Calefacción | Frigorífico | Internet | Jardín | Lavadora | Parque infantil | Piscina | Plancha | Televisión | Terraza particular,,,,Camino Portugués,,,,,,,,,,,,,,
A PAMPLA,https://www.turismo.gal/recurso/-/detalle/280381842/a-pampla?langId=es_ES&tp=1000180&ctre=1000220,36887 A Cañiza - Pontevedra,Vivienda Turística,,,apampla@torgo.es,Donde alojarse,,mailto:apampla@torgo.es,,,,,,,,,,,,,,,,,,,
A PASTORA,https://www.turismo.gal/recurso/-/detalle/9671/a-pastora?langId=es_ES&tp=71&ctre=134,"Calle do Castro , nº 5 36630 Cambados - Pontevedra",Turismo rural,Grupo-C (Casa de Labranza),+34 986 543 273,info@casapastora.com,Donde alojarse,"42º 30' 46.7"" N - 8º 48' 27.1"" W",mailto:info@casapastora.com,Agricultura ecológica | Barbacoa | Camas supletorias | Comedor | Cunas | Instalaciones para niños | Internet - Wi-Fi | Jardín / Huerta | Prohibido fumar | Salón | Tareas agropecuarias | Tarjetas de crédito (consultar) | Televisión común | Televisor en habitaciones,Cena | Comida | Desayuno,Habitación: Habitaciones dobles | Número de cuartos: 7 | Número de plazas: 14,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
A PEDRA,https://www.turismo.gal/recurso/-/detalle/33787/a-pedra?langId=es_ES&tp=67&ctre=135,"Santo Tomé de Nogueira , nº 18 36637 Meis - Pontevedra",Pensión,1 estrella,+34 986 712 098,,Donde alojarse,"42º 30' 57.4"" N - 8º 41' 24.6"" W",,Antena parabólica | Bar-Cafetería | Calefacción central | Jardín terraza | Restaurante | Servicio de habitaciones 24 h. | TV en habitaciones,,,,,,,,,,,,,,,,,,
A PEDRA,https://www.turismo.gal/recurso/-/detalle/37899/a-pedra?langId=es_ES&tp=67&ctre=135,"Rúa Real, nº 6 36201 Vigo - Pontevedra",Pensión,1 estrella,+34 986 431 594,laboral@tlasesores.es,Donde alojarse,"42º 14' 22.3"" N - 8º 43' 36.4"" W",mailto:laboral@tlasesores.es,Servicio médico | Teléfono en habitaciones,,,,Camino Portugués de la costa,,,,Traducción simultánea,,,,,,,,,,
A PORTELA DO MIRADOR,https://www.turismo.gal/recurso/-/detalle/30251/a-portela-do-mirador?langId=es_ES&tp=71&ctre=134,nº 47 36368 Cerdedo-Cotobade - Pontevedra,Turismo rural,Grupo-B (Casa de Aldea),+34 986 750 260,info@aporteladomirador.com,Donde alojarse,"42º 25' 12.5"" N - 8º 27' 09.7"" W",mailto:info@aporteladomirador.com,Aparcamiento | Bicicletas (consultar) | Caballos | Camas supletorias | Comedor | Jardín / Huerta | Lavadora disponible – Lavandería | Prohibido fumar | Salón | Televisión común,Desayuno,Habitación: Habitaciones dobles | Número de cuartos: 5 | Número de plazas: 10,,,,,,,,,,,,,,,,
A POSTA DA PRATA,https://www.turismo.gal/recurso/-/detalle/36233/a-posta-da-prata?langId=es_ES&tp=71&ctre=134,nº 2 36543 Silleda - Pontevedra,Turismo rural,Grupo-B (Casa de Aldea),+34 986 580 011,apostadaprata@gmail.com,Donde alojarse,"42º 40' 51.6"" N - 8º 12' 38.0"" W",mailto:apostadaprata@gmail.com,Admisión de animales (consultar) | Comedor | Cunas | Internet - Wi-Fi | Jardín / Huerta | Prohibido fumar | Salón | Salón de reuniones | Se habla inglés | Tarjetas de crédito (consultar) | Televisión común | Televisor en habitaciones,Desayuno,Habitación: Habitaciones individuales | Número de cuartos: 1 | Número de plazas: 1; Habitación: Habitaciones dobles | Número de cuartos: 5 | Número de plazas: 10,,Camino de Invierno | Vía de la Plata,,,,,,,,,,,,,,
A POSTIÑA,https://www.turismo.gal/recurso/-/detalle/32241/a-postina?langId=es_ES&tp=67&ctre=135,"AREAS, nº 9 36966 Sanxenxo - Pontevedra",Pensión,2 estrellas,,gerenciapostina@gmail.com,Donde alojarse,"42º 23' 45.6"" N - 8º 46' 49.2"" W",mailto:gerenciapostina@gmail.com,,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
A QUEIMADA,https://www.turismo.gal/recurso/-/detalle/36406/a-queimada?langId=es_ES&tp=22&ctre=129,"Plaza da Carrasca , nº 5 36350 Nigrán - Pontevedra",Hotel,2 Estrellas,+34 986 350 307 / +34 986 350 380,reservas@queimada.com,Donde alojarse,"42º 07' 34.2"" N - 8º 47' 34.8"" W",mailto:reservas@queimada.com,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Alquiler de bicicletas | Alquiler equipos audiovisuales | Antena parabólica | Área de juegos para niños | Ascensor | Bar-Cafetería | Biblioteca | Caja Fuerte individual | Calefacción central | Calefacción individual | Desayuno incluido en el precio | Garaje gratuito | Gimnasio | Hab. fumadores / no fumadores | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Lavandería | Minibar | Parking de superficie | Parque infantil | Piscina | Piscina infantil | Restaurante | Sala de Reuniones | Salón de convenciones | Salón de estar | Secador pelo en habitaciones | Se habla inglés | Servicio de fax | Servicio de habitaciones 24 h. | Teléfono en habitaciones | TV en habitaciones,Comida o cena,,,Camino Portugués de la costa,,Grado de Accesibilidad: Practicable | Documentos de accesibilidad (2018): | Descargue este documento,,,,,,,,,,,,
A QUINTA DAS MACEIRAS,https://www.turismo.gal/recurso/-/detalle/221026000212/a-quinta-das-maceiras?langId=es_ES&tp=67&ctre=135,nº 5 36584 A Estrada - Pontevedra,Pensión,2 estrellas,,info@aquintadasmaceiras.com,Donde alojarse,"42º 46' 15.3"" N - 8º 23' 02.9"" W",mailto:info@aquintadasmaceiras.com,,,,,Vía de la Plata,,,,,,,,,,,,,,
A QUINTELA,https://www.turismo.gal/recurso/-/detalle/38032/a-quintela?langId=es_ES&tp=71&ctre=134,"Barrio Quintela de Abaixo , nº 3 36549 Forcarei - Pontevedra",Turismo rural,Grupo-B (Casa de Aldea),,info@aquintela.com,Donde alojarse,"42º 36' 20.0"" N - 8º 19' 54.4"" W",mailto:info@aquintela.com,Aparcamiento | Comedor | Cunas | Derecho a cocina | Instalaciones para niños | Jardín / Huerta | Lavadora disponible – Lavandería | Salón | Se habla francés | Televisión común,Desayuno,Habitación: Habitaciones individuales | Número de cuartos: 1 | Número de plazas: 1; Habitación: Habitaciones dobles | Número de cuartos: 5 | Número de plazas: 10,,,La casa se puede alquilar completa,,,,,,,,,,,,,
A REGA,https://www.turismo.gal/recurso/-/detalle/31515/a-rega?langId=es_ES&tp=71&ctre=134,"Travesía da Praia, nº 16 36993 Poio - Pontevedra",Turismo rural,Grupo-C (Casa de Labranza),+34 986 771 242,reservas@casaruralarega.com,Donde alojarse,"42º 25' 31.2"" N - 8º 43' 01.8"" W",mailto:reservas@casaruralarega.com,Agricultura ecológica | Aparcamiento | Barbacoa | Camas supletorias | Comedor | Fisioterapia / Terapias Alterna. | Internet - Wi-Fi | Jardín / Huerta | Piscina | Prohibido fumar | Salón | Salón de reuniones | Tareas agropecuarias | Tarjetas de crédito (consultar) | Televisión común | Televisor en habitaciones,Desayuno,Habitación: Habitaciones especiales | Número de cuartos: 2 | Número de plazas: 4; Habitación: Habitaciones dobles | Número de cuartos: 3 | Número de plazas: 6; Habitación: Habitaciones especiales | Número de cuartos: 2 | Número de plazas: 4,,,,,,,,,,,,,,,,
A REGUEIRA DOS OJEA,https://www.turismo.gal/recurso/-/detalle/16105/a-regueira-dos-ojea?langId=es_ES&tp=71&ctre=134,36470 Salceda de Caselas - Pontevedra,Turismo rural,Grupo-B (Casa de Aldea),,aregueira.ojea@gmail.com,Donde alojarse,"42º 07' 20.8"" N - 8º 32' 51.2"" W",mailto:aregueira.ojea@gmail.com,Aparcamiento | Barbacoa | Camas supletorias | Cunas | Derecho a cocina | Internet - Wi-Fi | Jardín / Huerta | Lavadora disponible – Lavandería | Restaurante | Salón | Tarjetas de crédito (consultar) | Televisión común | Televisor en habitaciones,Cena | Comida | Desayuno,Habitación: Habitaciones individuales | Número de cuartos: 1 | Número de plazas: 1; Habitación: Habitaciones dobles | Número de cuartos: 4 | Número de plazas: 8; Habitación: Habitaciones especiales | Número de cuartos: 1 | Número de plazas: 2,,,La casa se puede alquilar completa,,,,,,,,,,,,,
A REIGOSA,https://www.turismo.gal/recurso/-/detalle/280377075/a-reigosa?langId=es_ES&tp=22&ctre=129,"Lugar A Reigosa, nº 67 36827 Ponte Caldelas - Pontevedra",Hotel,1 Estrella,+34 986 757 010,casasjcb@gmail.com,Donde alojarse,"42º 24' 27.1"" N - 8º 34' 43.9"" W",mailto:casasjcb@gmail.com,Caja Fuerte individual | Calefacción central | Teléfono en habitaciones,,,,,,,,,,,,,,,,,,
A ROTONDA,https://www.turismo.gal/recurso/-/detalle/191023000255/a-rotonda?langId=es_ES&tp=1000100&ctre=1000120,"Calle Rabadeira Canabal, nº 1 36800 Redondela - Pontevedra",Albergue Turístico,,+34 657 805 988,arotonda@outlook.es,Donde alojarse,"42º 16' 41.5"" N - 8º 36' 43.3"" W",mailto:arotonda@outlook.es,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,
A TABERNA DE VENTO,https://www.turismo.gal/recurso/-/detalle/180504000047/a-taberna-de-vento?langId=es_ES&tp=67&ctre=135,nº 33 36500 Lalín - Pontevedra,Pensión,1 estrella,,atabernadovento@gmail.com,Donde alojarse,"42º 38' 00.0"" N - 8º 08' 30.5"" W",mailto:atabernadovento@gmail.com,,,,,Camino de Invierno | Vía de la Plata,,,,,,,,,,,,,,
A TALANGREIRA DO BEQUE,https://www.turismo.gal/recurso/-/detalle/230322000436/a-talangreira-do-beque?langId=es_ES&tp=1000100&ctre=1000120,"Lugar A Fraga, nº s/n 36950 Moaña - Pontevedra",Albergue Turístico,,,ALBERGUE@ATALANGREIRA.COM,Donde alojarse,"42º 19' 21.2"" N - 8º 43' 10.9"" W",mailto:ALBERGUE@ATALANGREIRA.COM,,,,,,,,,,,,,,,,,,,
A TOXEIRIÑA,https://www.turismo.gal/recurso/-/detalle/250203000014/a-toxeirina?langId=es_ES&tp=67&ctre=135,"Lugar Silvoso, nº 1 36660 Moraña - Pontevedra",Pensión,1 estrella,+34 986 553 277,info@atoxeirina.com,Donde alojarse,"42º 35' 57.0"" N - 8º 34' 29.5"" W",mailto:info@atoxeirina.com,,,,,,,,,,,,,,,,,,,
A TRAIÑA,https://www.turismo.gal/recurso/-/detalle/210604000142/a-traina?langId=es_ES&tp=67&ctre=135,"Rúa Triana , nº 2 36630 Cambados - Pontevedra",Pensión,1 estrella,,xema27@hotmail.es,Donde alojarse,,mailto:xema27@hotmail.es,,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
A TROITA HOSTEL,https://www.turismo.gal/recurso/-/detalle/230627000756/a-troita-hostel?langId=es_ES&tp=1000100&ctre=1000120,"Carretera Baiona, nº 38 36700 Tui - Pontevedra",Albergue Turístico,,,dominguezdizmario@gmail.com,Donde alojarse,"42º 03' 17.1"" N - 8º 39' 13.2"" W",mailto:hola@troitahostel.es,,,,,Camino Portugués,,,,,,,,,,,,,,
A URICEIRA,https://www.turismo.gal/recurso/-/detalle/230809000191/a-uriceira?langId=es_ES&tp=68&ctre=130,"Carretera de Vilanova, nº 42 36945 Cangas - Pontevedra",Apartamento,Apartamentos 1 Llave,+34 678 845 300,info@areabrava.es,Donde alojarse,"42º 17' 15.5"" N - 8º 50' 52.2"" W",mailto:info@areabrava.es,Admite perros | Agua caliente | Aire acondicionado | Aparcamiento | Calefacción | Frigorífico | Internet | Jardín | Lavadora | Lavandería | Recepción | Salón | Teléfono | Televisión,,,,,,,,,,,,,,,,,,
A VERDELLA VILLAS,https://www.turismo.gal/recurso/-/detalle/210726000424/a-verdella-villas?langId=es_ES&tp=68&ctre=130,nº 7 36960 Sanxenxo - Pontevedra,Apartamento,Apartamentos 1 Llave,986 727 857 / +34 679 472 980,info@averdella.es,Donde alojarse,"42º 24' 35.3"" N - 8º 48' 32.8"" W",mailto:info@averdella.es,,,,Plazas totales calculadas: 24,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
A VÍA,https://www.turismo.gal/recurso/-/detalle/33646/a-via?langId=es_ES&tp=67&ctre=135,"Teniente Domínguez, nº 12 36980 O Grove - Pontevedra",Pensión,1 estrella,+34 986 732 505,,Donde alojarse,"42º 29' 14.2"" N - 8º 51' 30.3"" W",,,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
A VIÑA DO SOUTO,https://www.turismo.gal/recurso/-/detalle/280379768/a-vina-do-souto?langId=es_ES&tp=1000180&ctre=1000220,"Lg. Souto, nº 13 36658 Portas - Pontevedra",Vivienda Turística,,4,lahuerta1972@hotmail.com,Donde alojarse,,mailto:lahuerta1972@hotmail.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,Número de baños o aseos: 2,Nº total de plazas del establecimiento: 6,,,,,,,,
A XANELA,https://www.turismo.gal/recurso/-/detalle/220830000276/a-xanela?langId=es_ES&tp=67&ctre=135,"Plaza da Verdura, nº 5 36002 Pontevedra - Pontevedra",Pensión,1 estrella,,manuel.suarez.amoedo@gmail.com,Donde alojarse,"42º 25' 57.6"" N - 8º 38' 38.5"" W",mailto:manuel.suarez.amoedo@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,
A.V.V. SANTA ANA VEIGADANA,https://www.turismo.gal/recurso/-/detalle/160524000078/a.v.v.-santa-ana-veigadana?langId=es_ES&tp=1000100&ctre=1000120,"Camino Fontiña, nº 3 36416 Mos - Pontevedra",Albergue Turístico,,,,Donde alojarse,"42º 11' 02.4"" N - 8º 37' 10.0"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,
ABADÍA DO PELOURO AXEITO,https://www.turismo.gal/recurso/-/detalle/2182/abadia-do-pelouro-axeito?langId=es_ES&tp=71&ctre=134,"Calle Iglesia, nº s(n 36721 Tui - Pontevedra",Turismo rural,Grupo-A (Casa Rectoral),+34 986 629 024,abadiadopelouroaxeito@yahoo.es,Donde alojarse,"42º 03' 35.1"" N - 8º 33' 51.5"" W",mailto:abadiadopelouroaxeito@yahoo.es,Actividades de artesanía | Admisión de animales (consultar) | Agricultura ecológica | Camas supletorias | Cunas | Derecho a cocina | Jardín / Huerta | Lavadora disponible – Lavandería | Salón | Salón de reuniones | Se habla italiano | Tareas agropecuarias | Televisor en habitaciones,Desayuno,Habitación: Habitaciones dobles | Número de cuartos: 5 | Número de plazas: 10,,Camino Portugués,,,,,,,,,,,,,,
ABADIA EIRAS,https://www.turismo.gal/recurso/-/detalle/250613000225/abadia-eiras?langId=es_ES&tp=71,"Camino Valdichores, nº 5 36760 O Rosal - Pontevedra",Turismo rural,Grupo-A (Otras Edif.),,,Donde alojarse,,,,,Habitación: Habitaciones dobles | Número de cuartos: 8 | Número de plazas: 16; Habitación: Habitaciones individuales | Número de cuartos: 2 | Número de plazas: 2,,,,,,,,,,,,,,,,
ABALO,https://www.turismo.gal/recurso/-/detalle/28698/abalo?langId=es_ES&tp=22&ctre=129,36612 Catoira - Pontevedra,Hotel,2 Estrellas,+34 986 546 900,info@motelabalo.com,Donde alojarse,"42º 39' 15.8"" N - 8º 44' 14.1"" W",mailto:info@motelabalo.com,Admite tarjetas de crédito | Aire Acond. en habitaciones | Antena parabólica | Ascensor | Bar-Cafetería | Calefacción central | Calefacción individual | Garaje gratuito | Secador pelo en habitaciones | Servicio de habitaciones 24 h. | Teléfono en habitaciones | TV en habitaciones,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
ABEIRAS,https://www.turismo.gal/recurso/-/detalle/33171/abeiras?langId=es_ES&tp=22&ctre=129,"Ensenada do Bao , nº km 2 36980 O Grove - Pontevedra",Hotel,4 Estrellas,+34 986 735 134 / +34 986 731 942,info@hotelabeiras.com,Donde alojarse,"42º 27' 53.3"" N - 8º 52' 17.8"" W",mailto:info@hotelabeiras.com,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Alquiler de bicicletas | Antena parabólica | Ascensor | Bar-Cafetería | Caja Fuerte individual | Calefacción central | Calefacción individual | Desayuno incluido en el precio | Garaje gratuito | Habitaciónes con salón-suites | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jacuzzi | Jardín terraza | Minibar | Parking de superficie | Piscina | Piscina infantil | Secador pelo en habitaciones | Se habla francés | Se habla inglés | Servicio de canguro | Servicio de fax | Teléfono en habitaciones | TV en habitaciones,Comida o cena | Desayuno,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
ABREU DO LOURO,https://www.turismo.gal/recurso/-/detalle/241014000311/abreu-do-louro?langId=es_ES&tp=71&ctre=134,nº 5 36435 Arbo - Pontevedra,Turismo rural,Grupo-C (Casa de Labranza),,aldeadolouro@gmail.com,Donde alojarse,"42º 05' 58.3"" N - 8º 19' 45.9"" W",mailto:aldeadolouro@gmail.com,Actividades de artesanía | Admisión de animales (consultar) | Agricultura ecológica | Aparcamiento | Barbacoa | Bicicletas (consultar) | Comedor | Derecho a cocina | Fisioterapia / Terapias Alterna. | Internet - Wi-Fi | Jardín / Huerta | Lavadora disponible – Lavandería | Prohibido fumar | Salón | Salón de reuniones | Se habla italiano | Tareas agropecuarias | Tarjetas de crédito (consultar) | Televisión común,Desayuno | Desayuno Buffet | Media pensión,Habitación: Habitaciones dobles | Número de cuartos: 4 | Número de plazas: 8,,,,,,,,,,,,,,,,
AC HOTEL PALACIO UNIVERSAL,https://www.turismo.gal/recurso/-/detalle/36365/ac-hotel-palacio-universal?langId=es_ES&tp=22&ctre=129,"Calle Cánovas del Castillo , nº 28 36202 Vigo - Pontevedra",Hotel,4 Estrellas,+34 986 449 250,puniversal@ac-hotels.com,Donde alojarse,"42º 14' 24.4"" N - 8º 43' 28.6"" W",mailto:puniversal@ac-hotels.com,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Alquiler equipos audiovisuales | Antena parabólica | Ascensor | Bar-Cafetería | Caja Fuerte individual | Calefacción individual | Edificio histórico | Garaje de pago | Hab. fumadores / no fumadores | Habitaciónes con salón-suites | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Minibar | Sala de Reuniones | Secador pelo en habitaciones | Se habla inglés | Servicio de fax | Servicio de habitaciones 24 h. | Teléfono en habitaciones | TV en habitaciones,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
ACÍES,https://www.turismo.gal/recurso/-/detalle/210713000239/acies?langId=es_ES&tp=68&ctre=130,"Calle Dos Tombos, nº 19A 36940 Cangas - Pontevedra",Apartamento,Apartamentos 1 Llave,+34 619 658 202,reservas@aciesapartamentos.com,Donde alojarse,"42º 15' 37.0"" N - 8º 48' 29.5"" W",mailto:reservas@aciesapartamentos.com,Agua caliente | Aire acondicionado | Aparcamiento | Calefacción | Frigorífico | Internet | Jardín | Lavadora | Lavandería | Piscina | Plancha | Recepción | Salón | Televisión | Terraza particular,,,Plazas totales calculadas: 48,,,,,,,,,,,,,,,
ADEGA TERRA SANTA,https://www.turismo.gal/recurso/-/detalle/278517617/adega-terra-santa?langId=es_ES&tp=71&ctre=134,nº 23 36633 Cambados - Pontevedra,Turismo rural,Grupo-C (Casa de Labranza),,info@casaruralterrasanta.com,Donde alojarse,"42º 31' 30.9"" N - 8º 47' 11.4"" W",mailto:info@casaruralterrasanta.com,Admisión de animales (consultar) | Agricultura ecológica | Aparcamiento | Barbacoa | Bicicletas (consultar) | Camas supletorias | Comedor | Cunas | Derecho a cocina | Instalaciones para niños | Internet - Wi-Fi | Jardín / Huerta | Salón | Salón de reuniones | Se habla francés | Se habla inglés | Se habla italiano | Tareas agropecuarias | Tarjetas de crédito (consultar) | Televisión común | Televisor en habitaciones,Desayuno,Habitación: Habitaciones dobles | Número de cuartos: 8 | Número de plazas: 16,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
