nombre,link,direccion,tipo,categoria,telefono,email,web
LA PALOMA,https://www.turismo.gal/recurso/-/detalle/11639/la-paloma?langId=es_ES&tp=24&ctre=142,"Calle Da Pomba, nº 22 36162 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 844 276,,
LA PARADITA,https://www.turismo.gal/recurso/-/detalle/v-po-006233/la-paradita?langId=es_ES&tp=1001549&ctre=40000240,"Calle Fray Juan Navarrete, nº 7 36001 Pontevedra - Pontevedra",Café bar,,,,
LA PEPITA BURGUER BAR,https://www.turismo.gal/recurso/-/detalle/150603000020/la-pepita-burguer-bar?langId=es_ES&tp=1001549&ctre=40000240,R/ COBIAN ROFFIGÑAC Nº 2 36002 Pontevedra - Pontevedra,Café bar,,+34 651 821 570,,
LA PERLA 8,https://www.turismo.gal/recurso/-/detalle/v-po-006383/la-perla-8?langId=es_ES&tp=1001549&ctre=40000240,"Calle Herreros, nº 18 36002 Pontevedra - Pontevedra",Café bar,,,,
LA PIVO,https://www.turismo.gal/recurso/-/detalle/210310001044/la-pivo?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sarmiento, nº 6 36002 Pontevedra - Pontevedra",Café bar,,,davidcangado@hotmail.com,
LA POMADA,https://www.turismo.gal/recurso/-/detalle/v-po-008967/la-pomada?langId=es_ES&tp=1001549&ctre=40000240,"RUA REAL, 12 36003 Pontevedra - Pontevedra",Café bar,,,,
LA QUESERIA,https://www.turismo.gal/recurso/-/detalle/v-po-007952/la-queseria?langId=es_ES&tp=1001549&ctre=40000240,"RUA MANUEL QUIROGA, 18 36001 Pontevedra - Pontevedra",Café bar,,,ICARRASCOHERMIDA@YAHOO.ES,
LA RÍA,https://www.turismo.gal/recurso/-/detalle/258700146/la-ria?langId=es_ES&tp=67&ctre=135,"Areal, 5 - Praceres (Lourizán) 36910 Pontevedra - Pontevedra",Pensión,1 estrella,+34 986 881 716,,
LA TASCA DE SISI,https://www.turismo.gal/recurso/-/detalle/15491/la-tasca-de-sisi?langId=es_ES&tp=24&ctre=142,"Calle Alfonso X El Sabio, nº 3 36003 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 640 246 448,latascadesisi@gmail.com,
LA TERRAZA,https://www.turismo.gal/recurso/-/detalle/1472/la-terraza?langId=es_ES&tp=24&ctre=142,"Carretera Marín, nº 4 36153 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 842 060,cybertocaal@hotmail.com,
LA TIENDA DE CLARA,https://www.turismo.gal/recurso/-/detalle/v-po-006878/la-tienda-de-clara?langId=es_ES&tp=1001549&ctre=40000240,"PZA. TEUCRO, 8 0 Pontevedra - Pontevedra",Café bar,,,,
LA TIENDA DE CLARA 3,https://www.turismo.gal/recurso/-/detalle/11664/la-tienda-de-clara-3?langId=es_ES&tp=24&ctre=142,"Augusto García Sánchez, 15 36001 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 102 310,,
LA ULTRAMAR,https://www.turismo.gal/recurso/-/detalle/r-po-003658/la-ultramar?langId=es_ES&tp=24&ctre=142,"Calle Padre Amoedo , nº 1-3 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 857 266,restaurante@laultramar.es,https://laultramar.es/
LA VERBENA,https://www.turismo.gal/recurso/-/detalle/191212000160/la-verbena?langId=es_ES&tp=1001549&ctre=40000240,"Calle Paio Gómez Charino, nº 29 36002 Pontevedra - Pontevedra",Café bar,,,fincascochon@gmail.com,
LA VIUDA,https://www.turismo.gal/recurso/-/detalle/11753/la-viuda?langId=es_ES&tp=24&ctre=142,"Lg. Cabaleiro, nº 31 36157 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 870 278,,
LANDIN,https://www.turismo.gal/recurso/-/detalle/v-po-007804/landin-?langId=es_ES&tp=1001549&ctre=40000240,"Calle Fray Juan Navarrete, nº 11 36001 Pontevedra - Pontevedra",Café bar,,,,
LANDIN 2,https://www.turismo.gal/recurso/-/detalle/240105000039/landin-2?langId=es_ES&tp=1001549&ctre=40000240,"Calle Michelena, nº 40 36001 Pontevedra - Pontevedra",Café bar,,+34 610 031 234,xoanpedreira@hotmail.com,
LAPARUZAS,https://www.turismo.gal/recurso/-/detalle/v-po-008959/laparuzas?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Touceda, nº 47 36157 Pontevedra - Pontevedra",Café bar,,,,
LAR DE MORAR,https://www.turismo.gal/recurso/-/detalle/v-po-008814/lar-de-morar?langId=es_ES&tp=1001549&ctre=40000240,LG. BARCIA NÚM. 50 36158 Pontevedra - Pontevedra,Café bar,,,,
LAREIRA-2,https://www.turismo.gal/recurso/-/detalle/r-po-001843/lareira-2?langId=es_ES&tp=24&ctre=142,"Avenida Da Coruña , nº 41 36005 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,
LAS BRASAS CANCAMO,https://www.turismo.gal/recurso/-/detalle/261024710/las-brasas-cancamo-?langId=es_ES&tp=24&ctre=142,"Cabaleiro, nº 29 36005 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,
LAS PALMERAS,https://www.turismo.gal/recurso/-/detalle/210302000022/las-palmeras?langId=es_ES&tp=1001549&ctre=40000240,"Paseo Cervantes, nº 2 36001 Pontevedra - Pontevedra",Café bar,,,,
LE MASCHERE,https://www.turismo.gal/recurso/-/detalle/v-po-007305/le-maschere?langId=es_ES&tp=1001549&ctre=40000240,"Calle Cruz Gallastegui, nº 12 36001 Pontevedra - Pontevedra",Café bar,,,,
LELE II,https://www.turismo.gal/recurso/-/detalle/v-po-001923/lele-ii?langId=es_ES&tp=1001549&ctre=40000240,"Calle Fernando Olmedo, nº 5 36004 Pontevedra - Pontevedra",Café bar,,,asesoresmarin@gmail.com,
LESTON,https://www.turismo.gal/recurso/-/detalle/210305000412/leston?langId=es_ES&tp=1001549&ctre=40000240,"Avenida de La Coruña, nº 58 36005 Pontevedra - Pontevedra",Café bar,,,,
LICEO CASINO,https://www.turismo.gal/recurso/-/detalle/250516000290/liceo-casino?langId=es_ES&tp=1001549&ctre=40000240,"Calle Manuel Quiroga, nº 21 36002 Pontevedra - Pontevedra",Café bar,,,,
"LIÑA MYTILUS, S.L.",https://www.turismo.gal/recurso/-/detalle/td-po-000416/lina-mytilus-s.l.?langId=es_ES&tp=85&ctre=172,"RUA DA TABLADA, 2-2ºA 0 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,,
LOAIRA,https://www.turismo.gal/recurso/-/detalle/v-po-007335/loaira?langId=es_ES&tp=1001549&ctre=40000240,"PRAZA DA LEÑA, 2 361 Pontevedra - Pontevedra",Café bar,,,,
LOLA,https://www.turismo.gal/recurso/-/detalle/v-po-008540/lola-?langId=es_ES&tp=1001549&ctre=40000240,"Calle José Casal, nº 1 36001 Pontevedra - Pontevedra",Café bar,,,,
LOLA & LIA,https://www.turismo.gal/recurso/-/detalle/280383374/lola-lia?langId=es_ES&tp=24&ctre=142,"Plaza Curros Enríquez, nº 1 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 659 115 542,lolayliaviriato@gmail.com,
LOLITA,https://www.turismo.gal/recurso/-/detalle/v-po-008892/lolita?langId=es_ES&tp=1001549&ctre=40000240,"Praza da Curtidoira, nº 2 36001 Pontevedra - Pontevedra",Café bar,,,PAJAROCAMPOSRAMON@GMAIL.COM,
LON-FON,https://www.turismo.gal/recurso/-/detalle/1460/lon-fon?langId=es_ES&tp=24&ctre=142,"Blanco Porto, nº 4 36001 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 846 412,,
LOS CASTELLANOS,https://www.turismo.gal/recurso/-/detalle/v-po-009119/los-castellanos?langId=es_ES&tp=1001549&ctre=40000240,"Calle OLIVA, nº 23 36202 Pontevedra - Pontevedra",Café bar,,,,
LOS MIRABELES,https://www.turismo.gal/recurso/-/detalle/c-po-000794/los-mirabeles?langId=es_ES&tp=1001550&ctre=40000242,"Calle Francisco Tomás y Valiente, nº 1 36004 Pontevedra - Pontevedra",Cafetería,,+34 986 842 403,LABORAL@ISDEGA.ES,
LOS VIAJES DE HUNO,https://www.turismo.gal/recurso/-/detalle/210818000417/los-viajes-de-huno?langId=es_ES&tp=73&ctre=153,"JOAQUIN COSTA, nº 7-9 36001 Pontevedra - Pontevedra",Agencia de viajes,,,info@losviajesdehuno.com,
LÚA CHEA,https://www.turismo.gal/recurso/-/detalle/15540/lua-chea?langId=es_ES&tp=24&ctre=142,"Calle San Sebatián, nº 23 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 666 705 642,oceano2006@hotmail.com,
MADINA,https://www.turismo.gal/recurso/-/detalle/v-po-003712/madina?langId=es_ES&tp=1001549&ctre=40000240,"Calle ALVARO CUNQUEIRO, nº 7 36002 Pontevedra - Pontevedra",Café bar,,,,
MADRID,https://www.turismo.gal/recurso/-/detalle/2273/madrid?langId=es_ES&tp=22&ctre=129,"Calle Andrés Mellado , nº 5 36001 Pontevedra - Pontevedra",Hotel,1 Estrella,+34 986 865 180,contacto@hotelmadrid.org,http://www.hotelmadrid.org/
MAHALO POKÉ,https://www.turismo.gal/recurso/-/detalle/230511000289/mahalo-poke?langId=es_ES&tp=24&ctre=142,"Calle José Malvar Figueroa, nº 1 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 646 896 433,alvaro16592@hotmail.com,
MAKY,https://www.turismo.gal/recurso/-/detalle/160713000063/maky?langId=es_ES&tp=1001549&ctre=40000240,"Calle HERREROS, nº 17 36002 Pontevedra - Pontevedra",Café bar,,,,
MAMA DONER KEBAP,https://www.turismo.gal/recurso/-/detalle/c-po-000969/mama-doner-kebap?langId=es_ES&tp=1001550&ctre=40000242,"Calle Padre Luis, nº 9 36002 Pontevedra - Pontevedra",Cafetería,,+34 659 116 285,abulkazal66@gmail.com,
MAMA SOFIA,https://www.turismo.gal/recurso/-/detalle/211129000265/mama-sofia?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Antoniño, nº 83 36002 Pontevedra - Pontevedra",Café bar,,,,
MAMAJUANA FOOD & DRINK,https://www.turismo.gal/recurso/-/detalle/250408000340/mamajuana-food-drink?langId=es_ES&tp=1001549&ctre=40000240,"Calle Baron, nº 2 36001 Pontevedra - Pontevedra",Café bar,,+34 657 232 022,LUISALEXISPUNTACANA@GMAIL.COM,
MAR DE FORA,https://www.turismo.gal/recurso/-/detalle/190124000373/mar-de-fora?langId=es_ES&tp=1001549&ctre=40000240,"Calle Amargura, nº 1 36002 Pontevedra - Pontevedra",Café bar,,,,
MARCO,https://www.turismo.gal/recurso/-/detalle/150622000128/marco?langId=es_ES&tp=1001549&ctre=40000240,"Calle Fernández Villaverde, nº 3 36002 Pontevedra - Pontevedra",Café bar,,,ISA@MARCOCAFE.ES,
MAREANTES,https://www.turismo.gal/recurso/-/detalle/v-po-007481/mareantes?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Nicolas, nº 3 36002 Pontevedra - Pontevedra",Café bar,,,,
MARGO,https://www.turismo.gal/recurso/-/detalle/280383416/margo?langId=es_ES&tp=67&ctre=135,"Calle Marqués de Riestra, nº 4 36001 Pontevedra - Pontevedra",Pensión,1 estrella,,,
MARÍA LUISA,https://www.turismo.gal/recurso/-/detalle/280382873/maria-luisa?langId=es_ES&tp=24&ctre=142,"AVDA. URUGUAY, 63, BAIXO 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,
D. BRUNCH,https://www.turismo.gal/recurso/-/detalle/210312001472/d.-brunch?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Pedro Alcántara, nº 3 36003 Pontevedra - Pontevedra",Café bar,,,JOSEMACUNAG@DRBRUNCH.ES,
MARIBEN,https://www.turismo.gal/recurso/-/detalle/v-po-005964/mariben?langId=es_ES&tp=1001549&ctre=40000240,"Calle Alvaro Cunqueiro, nº 6 36002 Pontevedra - Pontevedra",Café bar,,,,
MARINA DOR TABERNA TÍPICA,https://www.turismo.gal/recurso/-/detalle/210312001485/marina-dor-taberna-tipica?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Santa María de Xeve, nº 46 36151 Pontevedra - Pontevedra",Café bar,,,,
MARISMAS DE ALBA,https://www.turismo.gal/recurso/-/detalle/190529000514/marismas-de-alba?langId=es_ES&tp=40003930&ctre=40000140,Pontevedra - Pontevedra,Naturaleza en el Camino,,,,
MARPI,https://www.turismo.gal/recurso/-/detalle/c-po-001035/marpi?langId=es_ES&tp=1001550&ctre=40000242,"Calle Francisco Tomás y Valiente, nº 3 36004 Pontevedra - Pontevedra",Cafetería,,+34 689 489 702,carmen.casal.pardo@gmail.com,
MC DONALDS,https://www.turismo.gal/recurso/-/detalle/280382915/mc-donalds?langId=es_ES&tp=24&ctre=142,AVDA. DE LUGO 79 36004 Pontevedra - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 848 134,,
MERCADILLO,https://www.turismo.gal/recurso/-/detalle/35182/mercadillo?langId=es_ES&tp=49&ctre=283,Enxeñeiro Rafael Areses 36005 Pontevedra - Pontevedra,Mercadillo,feirón,,,
MERCADILLO DE ESTRIBELA,https://www.turismo.gal/recurso/-/detalle/35174/mercadillo-de-estribela?langId=es_ES&tp=49&ctre=283,36910 Pontevedra - Pontevedra,Mercadillo,feirón,,,
MERCADO DE ABASTOS,https://www.turismo.gal/recurso/-/detalle/v-po-006645/mercado-de-abastos?langId=es_ES&tp=1001549&ctre=40000240,"Sierra - (Mercado de Abastos , nº 5 - s/n de posto 36002 Pontevedra - Pontevedra",Café bar,,,,
MERCADO MUNICIPAL DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/280378844/mercado-municipal-de-pontevedra?langId=es_ES&tp=39&ctre=223,"Calle La Sierra, nº 5 36002 Pontevedra - Pontevedra",Mercado de abastos,,,info@ponteabastos.com,
MERLUZATECA,https://www.turismo.gal/recurso/-/detalle/200110000090/merluzateca?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sierra (Mercado de Abastos), nº 5 - Posto 21-B 36003 Pontevedra - Pontevedra",Café bar,,,,
MERRY´S,https://www.turismo.gal/recurso/-/detalle/180216000157/merry-s?langId=es_ES&tp=1001549&ctre=40000240,"Calle Alhóndiga, nº 2 36002 Pontevedra - Pontevedra",Café bar,,,MERRISPONTEVEDRA@GMAIL.COM,
"MESÓN, 6",https://www.turismo.gal/recurso/-/detalle/190613000237/meson-6?langId=es_ES&tp=1001549&ctre=40000240,"Lugar Mesón, nº 6 36690 Pontevedra - Pontevedra",Café bar,,,TOMAS.GP@HOTMAIL.COM,
MEU BAKERY AND COFFEE,https://www.turismo.gal/recurso/-/detalle/220203000072/meu-bakery-and-coffee?langId=es_ES&tp=1001549&ctre=40000240,"Calle ROUCO, nº 10 36004 Pontevedra - Pontevedra",Café bar,,,marcelinofilgueirasobral@gmail.com,
MEU E TEU,https://www.turismo.gal/recurso/-/detalle/v-po-007812/meu-e-teu?langId=es_ES&tp=1001549&ctre=40000240,"Plaza 8 De Marzo, nº 6 36003 Pontevedra - Pontevedra",Café bar,,,,
MICAZO RAMEN,https://www.turismo.gal/recurso/-/detalle/278516765/micazo-ramen?langId=es_ES&tp=24&ctre=142,"Calle Manuel Quiroga, nº 2 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,
MILANO DE LOS MARES,https://www.turismo.gal/recurso/-/detalle/c-po-000950/milano-de-los-mares?langId=es_ES&tp=1001550&ctre=40000242,"PADRE LUIS, 1 0 Pontevedra - Pontevedra",Cafetería,,,,
MIÑA,https://www.turismo.gal/recurso/-/detalle/v-po-009092/mina?langId=es_ES&tp=1001549&ctre=40000240,"Plaza San José, nº 4 36001 Pontevedra - Pontevedra",Café bar,,,3nortespontevedra@gmail.com,
MINI,https://www.turismo.gal/recurso/-/detalle/v-po-006712/mini?langId=es_ES&tp=1001549&ctre=40000240,"Calle Condesa Pardo Bazán, nº 1 36001 Pontevedra - Pontevedra",Café bar,,,,
MIRADOIRO DE OUTEIRO NAVÍO,https://www.turismo.gal/recurso/-/detalle/240213000183/miradoiro-de-outeiro-navio?langId=es_ES&tp=4&ctre=17,Pontevedra - Pontevedra,Mirador,,,,
MIRADOIRO LEGUA DA CHAN,https://www.turismo.gal/recurso/-/detalle/240213000181/miradoiro-legua-da-chan?langId=es_ES&tp=4&ctre=17,Pontevedra - Pontevedra,Mirador,,,,
MIRADOIRO REGA PEREIRA,https://www.turismo.gal/recurso/-/detalle/240213000180/miradoiro-rega-pereira?langId=es_ES&tp=4&ctre=17,Pontevedra - Pontevedra,Mirador,,,,
MIRADOR DE SAN CIBRÁN,https://www.turismo.gal/recurso/-/detalle/3702/mirador-de-san-cibran?langId=es_ES&tp=4&ctre=17,Pontevedra - Pontevedra,Mirador,,,,
MIS VIAJES CON PANCHO,https://www.turismo.gal/recurso/-/detalle/181211000061/mis-viajes-con-pancho?langId=es_ES&tp=73&ctre=153,"Calle Joaquín Costa, nº 10 36001 Pontevedra - Pontevedra",Agencia de viajes,,+34 986 956 683,info@misviajesconpancho.com,http://www.misviajesconpancho.com/
MISSION SURF CLUB,https://www.turismo.gal/recurso/-/detalle/170525000654/mission-surf-club?langId=es_ES&tp=72&ctre=154,"Calle SAGASTA, nº 18 36001 Pontevedra - Pontevedra",Empresas de actividades de aventura o naturaleza,,,,
MISSION SURF SCHOOL,https://www.turismo.gal/recurso/-/detalle/200604000056/mission-surf-school?langId=es_ES&tp=85&ctre=172,"Rúa Peregrina , nº 48 36001 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,,
MISTER KEBAB PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/v-po-007684/mister-kebab-pontevedra?langId=es_ES&tp=1001549&ctre=40000240,"Calle Rafael Alonso, nº 4-6 36003 Pontevedra - Pontevedra",Café bar,,+34 698 122 985,saima.saimahaider86@gmail.com,
MISTO CAFÉ BAR,https://www.turismo.gal/recurso/-/detalle/230403000038/misto-cafe-bar?langId=es_ES&tp=1001549&ctre=40000240,"Calle Marquesa, nº 3 36002 Pontevedra - Pontevedra",Café bar,,,laura@mistocafebar.com,
MIZI BAKERY,https://www.turismo.gal/recurso/-/detalle/v-po-009536/mizi-bakery?langId=es_ES&tp=1001549&ctre=40000240,"Calle Germán Adrio Sobrino , nº 2 36003 Pontevedra - Pontevedra",Café bar,,,,
MOI BO,https://www.turismo.gal/recurso/-/detalle/161007000006/moi-bo?langId=es_ES&tp=1001549&ctre=40000240,"Calle MICHELENA , nº 34 36001 Pontevedra - Pontevedra",Café bar,,,,
MOLCAJETE,https://www.turismo.gal/recurso/-/detalle/v-po-008142/molcajete?langId=es_ES&tp=1001549&ctre=40000240,"Calle Laranxo (Juan Flórez 16), nº 21 36002 Pontevedra - Pontevedra",Café bar,,,GGUERRERO_04@HOTMAIL.COM,
MOMA,https://www.turismo.gal/recurso/-/detalle/21536/moma?langId=es_ES&tp=24&ctre=142,"Calle Tetuán, nº 10 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 678 760 879,MIGUELMARHER14@GMAIL.COM,
MOMU FACKER,https://www.turismo.gal/recurso/-/detalle/230929000447/momu-facker?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Santa María, nº 1 36002 Pontevedra - Pontevedra",Café bar,,+34 672 279 438,PADALDASANTINA@GMAIL.COM,
MONICA,https://www.turismo.gal/recurso/-/detalle/v-po-007717/monica?langId=es_ES&tp=1001549&ctre=40000240,"Calle Loureiro Crespo, nº 63 Pontevedra - Pontevedra",Café bar,,+34 986 767 080,conchyalonsoalcalde@gmail.com,
MOUNTAINPICS ADVENTURES,https://www.turismo.gal/recurso/-/detalle/230104000018/mountainpics-adventures?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,info@mountainpablo.es,http://www.mountainpics.es/
MULLIGANS,https://www.turismo.gal/recurso/-/detalle/v-po-006669/mulligans?langId=es_ES&tp=1001549&ctre=40000240,"Calle Paio Gómez De Soutomaior, nº 3 36005 Pontevedra - Pontevedra",Café bar,,,cerveceriamulligans@hotmail.com,
MUNDIAL,https://www.turismo.gal/recurso/-/detalle/c-po-000753/mundial?langId=es_ES&tp=1001550&ctre=40000242,"Calle Doutor Loureiro Crespo, nº 13 36004 Pontevedra - Pontevedra",Cafetería,,+34 618 494 497,carmenargibayiglesias@gmail.com,
MUSEO PROVINCIAL DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/402/museo-provincial-de-pontevedra?langId=es_ES&tp=13&ctre=75,"Calle Padre Amoedo Carballo, nº 3 36002 Pontevedra - Pontevedra",Museos y colecciones visitables,,+34 986 804 100,secretaria.museo@depo.gal,https://museo.depo.gal/
NA POLA,https://www.turismo.gal/recurso/-/detalle/191211000131/na-pola?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sierra (Mercado de Abastos) , nº 5 - Posto 18-20-22 36002 Pontevedra - Pontevedra",Café bar,,,,
NACAMA HOSTEL,https://www.turismo.gal/recurso/-/detalle/190819000159/nacama-hostel?langId=es_ES&tp=1000100&ctre=1000120,"Calle Lavandeiras, nº 1 36003 Pontevedra - Pontevedra",Albergue Turístico,,,info@nacamahostel.es,https://nacamahostel.es/
ÑAN BURGUER,https://www.turismo.gal/recurso/-/detalle/v-po-004180/nan-burguer?langId=es_ES&tp=1001549&ctre=40000240,"Calle Marques de Riestra, nº 36 36001 Pontevedra - Pontevedra",Café bar,,,,
NASA,https://www.turismo.gal/recurso/-/detalle/210802000017/nasa?langId=es_ES&tp=1001549&ctre=40000240,"Calle Galera, nº 6 36002 Pontevedra - Pontevedra",Café bar,,,,
NATAS DOURO,https://www.turismo.gal/recurso/-/detalle/200729000730/natas-douro?langId=es_ES&tp=1001549&ctre=40000240,"Calle Peregrina, nº 24 36001 Pontevedra - Pontevedra",Café bar,,,,
NEBRASCA,https://www.turismo.gal/recurso/-/detalle/v-po-005048/nebrasca?langId=es_ES&tp=1001549&ctre=40000240,"Calle Loureiro Crespo, nº 53 36002 Pontevedra - Pontevedra",Café bar,,,,
NEW POUSADA DO PINCHO,https://www.turismo.gal/recurso/-/detalle/c-po-001021/new-pousada-do-pincho?langId=es_ES&tp=1001550&ctre=40000242,"Calle Padre Luis Mª. Fernández, nº 8 36002 Pontevedra - Pontevedra",Cafetería,,+34 666 714 317,patricia.espino1703@gmail.com,
NEW BOMBAY,https://www.turismo.gal/recurso/-/detalle/v-po-006935/new-bombay?langId=es_ES&tp=1001549&ctre=40000240,"Calle Charino, nº 2 36002 Pontevedra - Pontevedra",Café bar,,,mlc@quipusasesores.com,
NON CHO DIGO,https://www.turismo.gal/recurso/-/detalle/v-po-003656/non-cho-digo?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Albeiro , nº s/n 36158 Pontevedra - Pontevedra",Café bar,,,,
NORO,https://www.turismo.gal/recurso/-/detalle/v-po-008627/noro?langId=es_ES&tp=1001549&ctre=40000240,"Calle Padre Luis, nº 3 36002 Pontevedra - Pontevedra",Café bar,,,ESPREGUELNORO@GMAIL.COM,
NOVO MIRADOR DE ALBA,https://www.turismo.gal/recurso/-/detalle/v-po-000869/novo-mirador-de-alba?langId=es_ES&tp=1001549&ctre=40000240,"TOUCEDA - ALBA, nº 36 36157 Pontevedra - Pontevedra",Café bar,,,,
NOVO ROBERT S,https://www.turismo.gal/recurso/-/detalle/v-po-008863/novo-robert-s?langId=es_ES&tp=1001549&ctre=40000240,"Calle Alfonso X El Sabio, nº 31 36003 Pontevedra - Pontevedra",Café bar,,,,
NOVOSOTO,https://www.turismo.gal/recurso/-/detalle/11726/novosoto?langId=es_ES&tp=24&ctre=142,"Virgen del Camino, 20 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 856 565,,
NOX,https://www.turismo.gal/recurso/-/detalle/v-po-008048/nox?langId=es_ES&tp=1001549&ctre=40000240,"ANDRES MELLADO, 11 1 Pontevedra - Pontevedra",Café bar,,,,
NUEVO EUROPA,https://www.turismo.gal/recurso/-/detalle/v-po-005404/nuevo-europa?langId=es_ES&tp=1001549&ctre=40000240,"RUA ITALIA, 5 - MONTEPORREIRO 162 Pontevedra - Pontevedra",Café bar,,,,
NUMA EXPERIMENTAL,https://www.turismo.gal/recurso/-/detalle/230109000038/numa-experimental?langId=es_ES&tp=22&ctre=129,"Camino Valadiña, nº 3 36158 Pontevedra - Pontevedra",Hotel,1 Estrella,+34 654 260 389,siempresaleelsolsl@gmail.com,http://www.numaexperimental.com/
O BAR DELA,https://www.turismo.gal/recurso/-/detalle/v-po-005699/o-bar-dela?langId=es_ES&tp=1001549&ctre=40000240,"Lugar Iglesia-Salcedo, nº 15 36143 Pontevedra - Pontevedra",Café bar,,,,
O BARBOL,https://www.turismo.gal/recurso/-/detalle/v-po-008561/o-barbol?langId=es_ES&tp=1001549&ctre=40000240,"RUA REAL, 21 2 Pontevedra - Pontevedra",Café bar,,,,
O BIOCO,https://www.turismo.gal/recurso/-/detalle/v-po-009132/o-bioco?langId=es_ES&tp=1001549&ctre=40000240,"RUA MANUEL QUIROGA, 18 0 Pontevedra - Pontevedra",Café bar,,,,
O DIAÑO,https://www.turismo.gal/recurso/-/detalle/v-po-007099/o-diano?langId=es_ES&tp=1001549&ctre=40000240,R/CHARINO Nº 33 0 Pontevedra - Pontevedra,Café bar,,,,
O FOGAR DOS MARTINEZ,https://www.turismo.gal/recurso/-/detalle/c-po-000408/o-fogar-dos-martinez?langId=es_ES&tp=1001550&ctre=40000242,"R/ PADRE LUIS, 7 BAJO DERECHA 0 Pontevedra - Pontevedra",Cafetería,,,,
O FORNO,https://www.turismo.gal/recurso/-/detalle/231018000338/o-forno?langId=es_ES&tp=1001549&ctre=40000240,"Calle Virxinia Pereira, nº 15 36004 Pontevedra - Pontevedra",Café bar,,+34 651 655 766,bibibanohanna@gmail.com,
O FORNO,https://www.turismo.gal/recurso/-/detalle/c-po-000720/o-forno?langId=es_ES&tp=1001550&ctre=40000242,"Calle Riestra, nº 16 36001 Pontevedra - Pontevedra",Cafetería,,+34 651 655 766,bibianohanna@gmail.com,
O FORNO,https://www.turismo.gal/recurso/-/detalle/r-po-002618/o-forno?langId=es_ES&tp=24&ctre=142,"LG. TOMEZA-LUSQUIÑOS, Nº 82 36158 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,
O FORNO,https://www.turismo.gal/recurso/-/detalle/v-po-005704/o-forno?langId=es_ES&tp=1001549&ctre=40000240,"Calle Salustiano Portela , nº 3 36002 Pontevedra - Pontevedra",Café bar,,,bibianohanna@gmail.com,
O GALO DOURADO,https://www.turismo.gal/recurso/-/detalle/28390/o-galo-dourado?langId=es_ES&tp=24&ctre=142,36155 Pontevedra - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 870 441,,
O GRIFON,https://www.turismo.gal/recurso/-/detalle/v-po-006676/o-grifon?langId=es_ES&tp=1001549&ctre=40000240,"CALLE REAL, 24 36002 Pontevedra - Pontevedra",Café bar,,,,
O LAGARTO,https://www.turismo.gal/recurso/-/detalle/11624/o-lagarto?langId=es_ES&tp=24&ctre=142,"Pintor Laxeiro, 28 36004 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 896 607,,
O MIÑO PAN,https://www.turismo.gal/recurso/-/detalle/v-po-006429/o-mino-pan?langId=es_ES&tp=1001549&ctre=40000240,"AVDA. DE VIGO, 46 36003 Pontevedra - Pontevedra",Café bar,,,,
