nombre,link,direccion,tipo,categoria,telefono,email,coordenadas,web,tipos_de_servicios,regímenes,habitaciones,plazas_totales_calculadas,alquiler,accesibilidad,horario_de_admisión:,servicios_convenciones,número_de_baños_o_aseos,nº_total_de_plazas_del_establecimiento,salones,tarjetas,servicios_enoturismo,más_información
A PASTORA,https://www.turismo.gal/recurso/-/detalle/9671/a-pastora?langId=es_ES&tp=71&ctre=134,"Calle do Castro , nº 5 36630 Cambados - Pontevedra",Turismo rural,Grupo-C (Casa de Labranza),+34 986 543 273,info@casapastora.com,"42º 30' 46.7"" N - 8º 48' 27.1"" W",mailto:info@casapastora.com,Agricultura ecológica | Barbacoa | Camas supletorias | Comedor | Cunas | Instalaciones para niños | Internet - Wi-Fi | Jardín / Huerta | Prohibido fumar | Salón | Tareas agropecuarias | Tarjetas de crédito (consultar) | Televisión común | Televisor en habitaciones,Cena | Comida | Desayuno,Habitación: Habitaciones dobles | Número de cuartos: 7 | Número de plazas: 14,,,,,,,,,,,
A PEDRA,https://www.turismo.gal/recurso/-/detalle/33787/a-pedra?langId=es_ES&tp=67&ctre=135,"Santo Tomé de Nogueira , nº 18 36637 Meis - Pontevedra",Pensión,1 estrella,+34 986 712 098,,"42º 30' 57.4"" N - 8º 41' 24.6"" W",,Antena parabólica | Bar-Cafetería | Calefacción central | Jardín terraza | Restaurante | Servicio de habitaciones 24 h. | TV en habitaciones,,,,,,,,,,,,,
A PEDRA,https://www.turismo.gal/recurso/-/detalle/37899/a-pedra?langId=es_ES&tp=67&ctre=135,"Rúa Real, nº 6 36201 Vigo - Pontevedra",Pensión,1 estrella,+34 986 431 594,laboral@tlasesores.es,"42º 14' 22.3"" N - 8º 43' 36.4"" W",mailto:laboral@tlasesores.es,Servicio médico | Teléfono en habitaciones,,,,,,,Traducción simultánea,,,,,,
A PORTELA DO MIRADOR,https://www.turismo.gal/recurso/-/detalle/30251/a-portela-do-mirador?langId=es_ES&tp=71&ctre=134,nº 47 36368 Cerdedo-Cotobade - Pontevedra,Turismo rural,Grupo-B (Casa de Aldea),+34 986 750 260,info@aporteladomirador.com,"42º 25' 12.5"" N - 8º 27' 09.7"" W",mailto:info@aporteladomirador.com,Aparcamiento | Bicicletas (consultar) | Caballos | Camas supletorias | Comedor | Jardín / Huerta | Lavadora disponible – Lavandería | Prohibido fumar | Salón | Televisión común,Desayuno,Habitación: Habitaciones dobles | Número de cuartos: 5 | Número de plazas: 10,,,,,,,,,,,
A POSTA DA PRATA,https://www.turismo.gal/recurso/-/detalle/36233/a-posta-da-prata?langId=es_ES&tp=71&ctre=134,nº 2 36543 Silleda - Pontevedra,Turismo rural,Grupo-B (Casa de Aldea),+34 986 580 011,apostadaprata@gmail.com,"42º 40' 51.6"" N - 8º 12' 38.0"" W",mailto:apostadaprata@gmail.com,Admisión de animales (consultar) | Comedor | Cunas | Internet - Wi-Fi | Jardín / Huerta | Prohibido fumar | Salón | Salón de reuniones | Se habla inglés | Tarjetas de crédito (consultar) | Televisión común | Televisor en habitaciones,Desayuno,Habitación: Habitaciones individuales | Número de cuartos: 1 | Número de plazas: 1; Habitación: Habitaciones dobles | Número de cuartos: 5 | Número de plazas: 10,,,,,,,,,,,
A POSTIÑA,https://www.turismo.gal/recurso/-/detalle/32241/a-postina?langId=es_ES&tp=67&ctre=135,"AREAS, nº 9 36966 Sanxenxo - Pontevedra",Pensión,2 estrellas,,gerenciapostina@gmail.com,"42º 23' 45.6"" N - 8º 46' 49.2"" W",mailto:gerenciapostina@gmail.com,,,,,,,,,,,,,,
A QUEIMADA,https://www.turismo.gal/recurso/-/detalle/36406/a-queimada?langId=es_ES&tp=22&ctre=129,"Plaza da Carrasca , nº 5 36350 Nigrán - Pontevedra",Hotel,2 Estrellas,+34 986 350 307 / +34 986 350 380,reservas@queimada.com,"42º 07' 34.2"" N - 8º 47' 34.8"" W",mailto:reservas@queimada.com,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Alquiler de bicicletas | Alquiler equipos audiovisuales | Antena parabólica | Área de juegos para niños | Ascensor | Bar-Cafetería | Biblioteca | Caja Fuerte individual | Calefacción central | Calefacción individual | Desayuno incluido en el precio | Garaje gratuito | Gimnasio | Hab. fumadores / no fumadores | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Lavandería | Minibar | Parking de superficie | Parque infantil | Piscina | Piscina infantil | Restaurante | Sala de Reuniones | Salón de convenciones | Salón de estar | Secador pelo en habitaciones | Se habla inglés | Servicio de fax | Servicio de habitaciones 24 h. | Teléfono en habitaciones | TV en habitaciones,Comida o cena,,,,Grado de Accesibilidad: Practicable | Documentos de accesibilidad (2018): | Descargue este documento,,,,,,,,
A QUINTA DAS MACEIRAS,https://www.turismo.gal/recurso/-/detalle/221026000212/a-quinta-das-maceiras?langId=es_ES&tp=67&ctre=135,nº 5 36584 A Estrada - Pontevedra,Pensión,2 estrellas,,info@aquintadasmaceiras.com,"42º 46' 15.3"" N - 8º 23' 02.9"" W",mailto:info@aquintadasmaceiras.com,,,,,,,,,,,,,,
A QUINTELA,https://www.turismo.gal/recurso/-/detalle/38032/a-quintela?langId=es_ES&tp=71&ctre=134,"Barrio Quintela de Abaixo , nº 3 36549 Forcarei - Pontevedra",Turismo rural,Grupo-B (Casa de Aldea),,info@aquintela.com,"42º 36' 20.0"" N - 8º 19' 54.4"" W",mailto:info@aquintela.com,Aparcamiento | Comedor | Cunas | Derecho a cocina | Instalaciones para niños | Jardín / Huerta | Lavadora disponible – Lavandería | Salón | Se habla francés | Televisión común,Desayuno,Habitación: Habitaciones individuales | Número de cuartos: 1 | Número de plazas: 1; Habitación: Habitaciones dobles | Número de cuartos: 5 | Número de plazas: 10,,La casa se puede alquilar completa,,,,,,,,,
A REGA,https://www.turismo.gal/recurso/-/detalle/31515/a-rega?langId=es_ES&tp=71&ctre=134,"Travesía da Praia, nº 16 36993 Poio - Pontevedra",Turismo rural,Grupo-C (Casa de Labranza),+34 986 771 242,reservas@casaruralarega.com,"42º 25' 31.2"" N - 8º 43' 01.8"" W",mailto:reservas@casaruralarega.com,Agricultura ecológica | Aparcamiento | Barbacoa | Camas supletorias | Comedor | Fisioterapia / Terapias Alterna. | Internet - Wi-Fi | Jardín / Huerta | Piscina | Prohibido fumar | Salón | Salón de reuniones | Tareas agropecuarias | Tarjetas de crédito (consultar) | Televisión común | Televisor en habitaciones,Desayuno,Habitación: Habitaciones especiales | Número de cuartos: 2 | Número de plazas: 4; Habitación: Habitaciones dobles | Número de cuartos: 3 | Número de plazas: 6; Habitación: Habitaciones especiales | Número de cuartos: 2 | Número de plazas: 4,,,,,,,,,,,
A REGUEIRA DOS OJEA,https://www.turismo.gal/recurso/-/detalle/16105/a-regueira-dos-ojea?langId=es_ES&tp=71&ctre=134,36470 Salceda de Caselas - Pontevedra,Turismo rural,Grupo-B (Casa de Aldea),,aregueira.ojea@gmail.com,"42º 07' 20.8"" N - 8º 32' 51.2"" W",mailto:aregueira.ojea@gmail.com,Aparcamiento | Barbacoa | Camas supletorias | Cunas | Derecho a cocina | Internet - Wi-Fi | Jardín / Huerta | Lavadora disponible – Lavandería | Restaurante | Salón | Tarjetas de crédito (consultar) | Televisión común | Televisor en habitaciones,Cena | Comida | Desayuno,Habitación: Habitaciones individuales | Número de cuartos: 1 | Número de plazas: 1; Habitación: Habitaciones dobles | Número de cuartos: 4 | Número de plazas: 8; Habitación: Habitaciones especiales | Número de cuartos: 1 | Número de plazas: 2,,La casa se puede alquilar completa,,,,,,,,,
A REIGOSA,https://www.turismo.gal/recurso/-/detalle/280377075/a-reigosa?langId=es_ES&tp=22&ctre=129,"Lugar A Reigosa, nº 67 36827 Ponte Caldelas - Pontevedra",Hotel,1 Estrella,+34 986 757 010,casasjcb@gmail.com,"42º 24' 27.1"" N - 8º 34' 43.9"" W",mailto:casasjcb@gmail.com,Caja Fuerte individual | Calefacción central | Teléfono en habitaciones,,,,,,,,,,,,,
A ROTONDA,https://www.turismo.gal/recurso/-/detalle/191023000255/a-rotonda?langId=es_ES&tp=1000100&ctre=1000120,"Calle Rabadeira Canabal, nº 1 36800 Redondela - Pontevedra",Albergue Turístico,,+34 657 805 988,arotonda@outlook.es,"42º 16' 41.5"" N - 8º 36' 43.3"" W",mailto:arotonda@outlook.es,,,,,,,,,,,,,,
A TABERNA DE VENTO,https://www.turismo.gal/recurso/-/detalle/180504000047/a-taberna-de-vento?langId=es_ES&tp=67&ctre=135,nº 33 36500 Lalín - Pontevedra,Pensión,1 estrella,,atabernadovento@gmail.com,"42º 38' 00.0"" N - 8º 08' 30.5"" W",mailto:atabernadovento@gmail.com,,,,,,,,,,,,,,
A TALANGREIRA DO BEQUE,https://www.turismo.gal/recurso/-/detalle/230322000436/a-talangreira-do-beque?langId=es_ES&tp=1000100&ctre=1000120,"Lugar A Fraga, nº s/n 36950 Moaña - Pontevedra",Albergue Turístico,,,ALBERGUE@ATALANGREIRA.COM,"42º 19' 21.2"" N - 8º 43' 10.9"" W",mailto:ALBERGUE@ATALANGREIRA.COM,,,,,,,,,,,,,,
A TOXEIRIÑA,https://www.turismo.gal/recurso/-/detalle/250203000014/a-toxeirina?langId=es_ES&tp=67&ctre=135,"Lugar Silvoso, nº 1 36660 Moraña - Pontevedra",Pensión,1 estrella,+34 986 553 277,info@atoxeirina.com,"42º 35' 57.0"" N - 8º 34' 29.5"" W",mailto:info@atoxeirina.com,,,,,,,,,,,,,,
A TRAIÑA,https://www.turismo.gal/recurso/-/detalle/210604000142/a-traina?langId=es_ES&tp=67&ctre=135,"Rúa Triana , nº 2 36630 Cambados - Pontevedra",Pensión,1 estrella,,xema27@hotmail.es,,mailto:xema27@hotmail.es,,,,,,,,,,,,,,
A TROITA HOSTEL,https://www.turismo.gal/recurso/-/detalle/230627000756/a-troita-hostel?langId=es_ES&tp=1000100&ctre=1000120,"Carretera Baiona, nº 38 36700 Tui - Pontevedra",Albergue Turístico,,,dominguezdizmario@gmail.com,"42º 03' 17.1"" N - 8º 39' 13.2"" W",mailto:hola@troitahostel.es,,,,,,,,,,,,,,
A URICEIRA,https://www.turismo.gal/recurso/-/detalle/230809000191/a-uriceira?langId=es_ES&tp=68&ctre=130,"Carretera de Vilanova, nº 42 36945 Cangas - Pontevedra",Apartamento,Apartamentos 1 Llave,+34 678 845 300,info@areabrava.es,"42º 17' 15.5"" N - 8º 50' 52.2"" W",mailto:info@areabrava.es,Admite perros | Agua caliente | Aire acondicionado | Aparcamiento | Calefacción | Frigorífico | Internet | Jardín | Lavadora | Lavandería | Recepción | Salón | Teléfono | Televisión,,,,,,,,,,,,,
A VERDELLA VILLAS,https://www.turismo.gal/recurso/-/detalle/210726000424/a-verdella-villas?langId=es_ES&tp=68&ctre=130,nº 7 36960 Sanxenxo - Pontevedra,Apartamento,Apartamentos 1 Llave,986 727 857 / +34 679 472 980,info@averdella.es,"42º 24' 35.3"" N - 8º 48' 32.8"" W",mailto:info@averdella.es,,,,Plazas totales calculadas: 24,,,,,,,,,,
A VÍA,https://www.turismo.gal/recurso/-/detalle/33646/a-via?langId=es_ES&tp=67&ctre=135,"Teniente Domínguez, nº 12 36980 O Grove - Pontevedra",Pensión,1 estrella,+34 986 732 505,,"42º 29' 14.2"" N - 8º 51' 30.3"" W",,,,,,,,,,,,,,,
A VIÑA DO SOUTO,https://www.turismo.gal/recurso/-/detalle/280379768/a-vina-do-souto?langId=es_ES&tp=1000180&ctre=1000220,"Lg. Souto, nº 13 36658 Portas - Pontevedra",Vivienda Turística,,4,lahuerta1972@hotmail.com,,mailto:lahuerta1972@hotmail.com,,,,,,,,,Número de baños o aseos: 2,Nº total de plazas del establecimiento: 6,,,,
A XANELA,https://www.turismo.gal/recurso/-/detalle/220830000276/a-xanela?langId=es_ES&tp=67&ctre=135,"Plaza da Verdura, nº 5 36002 Pontevedra - Pontevedra",Pensión,1 estrella,,manuel.suarez.amoedo@gmail.com,"42º 25' 57.6"" N - 8º 38' 38.5"" W",mailto:manuel.suarez.amoedo@gmail.com,,,,,,,,,,,,,,
A.V.V. SANTA ANA VEIGADANA,https://www.turismo.gal/recurso/-/detalle/160524000078/a.v.v.-santa-ana-veigadana?langId=es_ES&tp=1000100&ctre=1000120,"Camino Fontiña, nº 3 36416 Mos - Pontevedra",Albergue Turístico,,,,"42º 11' 02.4"" N - 8º 37' 10.0"" W",,,,,,,,,,,,,,,
ABADÍA DO PELOURO AXEITO,https://www.turismo.gal/recurso/-/detalle/2182/abadia-do-pelouro-axeito?langId=es_ES&tp=71&ctre=134,"Calle Iglesia, nº s(n 36721 Tui - Pontevedra",Turismo rural,Grupo-A (Casa Rectoral),+34 986 629 024,abadiadopelouroaxeito@yahoo.es,"42º 03' 35.1"" N - 8º 33' 51.5"" W",mailto:abadiadopelouroaxeito@yahoo.es,Actividades de artesanía | Admisión de animales (consultar) | Agricultura ecológica | Camas supletorias | Cunas | Derecho a cocina | Jardín / Huerta | Lavadora disponible – Lavandería | Salón | Salón de reuniones | Se habla italiano | Tareas agropecuarias | Televisor en habitaciones,Desayuno,Habitación: Habitaciones dobles | Número de cuartos: 5 | Número de plazas: 10,,,,,,,,,,,
ABADIA EIRAS,https://www.turismo.gal/recurso/-/detalle/250613000225/abadia-eiras?langId=es_ES&tp=71,"Camino Valdichores, nº 5 36760 O Rosal - Pontevedra",Turismo rural,Grupo-A (Otras Edif.),,,,,,,Habitación: Habitaciones dobles | Número de cuartos: 8 | Número de plazas: 16; Habitación: Habitaciones individuales | Número de cuartos: 2 | Número de plazas: 2,,,,,,,,,,,
ABALO,https://www.turismo.gal/recurso/-/detalle/28698/abalo?langId=es_ES&tp=22&ctre=129,36612 Catoira - Pontevedra,Hotel,2 Estrellas,+34 986 546 900,info@motelabalo.com,"42º 39' 15.8"" N - 8º 44' 14.1"" W",mailto:info@motelabalo.com,Admite tarjetas de crédito | Aire Acond. en habitaciones | Antena parabólica | Ascensor | Bar-Cafetería | Calefacción central | Calefacción individual | Garaje gratuito | Secador pelo en habitaciones | Servicio de habitaciones 24 h. | Teléfono en habitaciones | TV en habitaciones,,,,,,,,,,,,,
ABEIRAS,https://www.turismo.gal/recurso/-/detalle/33171/abeiras?langId=es_ES&tp=22&ctre=129,"Ensenada do Bao , nº km 2 36980 O Grove - Pontevedra",Hotel,4 Estrellas,+34 986 735 134 / +34 986 731 942,info@hotelabeiras.com,"42º 27' 53.3"" N - 8º 52' 17.8"" W",mailto:info@hotelabeiras.com,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Alquiler de bicicletas | Antena parabólica | Ascensor | Bar-Cafetería | Caja Fuerte individual | Calefacción central | Calefacción individual | Desayuno incluido en el precio | Garaje gratuito | Habitaciónes con salón-suites | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jacuzzi | Jardín terraza | Minibar | Parking de superficie | Piscina | Piscina infantil | Secador pelo en habitaciones | Se habla francés | Se habla inglés | Servicio de canguro | Servicio de fax | Teléfono en habitaciones | TV en habitaciones,Comida o cena | Desayuno,,,,,,,,,,,,
ABREU DO LOURO,https://www.turismo.gal/recurso/-/detalle/241014000311/abreu-do-louro?langId=es_ES&tp=71&ctre=134,nº 5 36435 Arbo - Pontevedra,Turismo rural,Grupo-C (Casa de Labranza),,aldeadolouro@gmail.com,"42º 05' 58.3"" N - 8º 19' 45.9"" W",mailto:aldeadolouro@gmail.com,Actividades de artesanía | Admisión de animales (consultar) | Agricultura ecológica | Aparcamiento | Barbacoa | Bicicletas (consultar) | Comedor | Derecho a cocina | Fisioterapia / Terapias Alterna. | Internet - Wi-Fi | Jardín / Huerta | Lavadora disponible – Lavandería | Prohibido fumar | Salón | Salón de reuniones | Se habla italiano | Tareas agropecuarias | Tarjetas de crédito (consultar) | Televisión común,Desayuno | Desayuno Buffet | Media pensión,Habitación: Habitaciones dobles | Número de cuartos: 4 | Número de plazas: 8,,,,,,,,,,,
AC HOTEL PALACIO UNIVERSAL,https://www.turismo.gal/recurso/-/detalle/36365/ac-hotel-palacio-universal?langId=es_ES&tp=22&ctre=129,"Calle Cánovas del Castillo , nº 28 36202 Vigo - Pontevedra",Hotel,4 Estrellas,+34 986 449 250,puniversal@ac-hotels.com,"42º 14' 24.4"" N - 8º 43' 28.6"" W",mailto:puniversal@ac-hotels.com,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Alquiler equipos audiovisuales | Antena parabólica | Ascensor | Bar-Cafetería | Caja Fuerte individual | Calefacción individual | Edificio histórico | Garaje de pago | Hab. fumadores / no fumadores | Habitaciónes con salón-suites | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Minibar | Sala de Reuniones | Secador pelo en habitaciones | Se habla inglés | Servicio de fax | Servicio de habitaciones 24 h. | Teléfono en habitaciones | TV en habitaciones,,,,,,,,,,,,,
ACÍES,https://www.turismo.gal/recurso/-/detalle/210713000239/acies?langId=es_ES&tp=68&ctre=130,"Calle Dos Tombos, nº 19A 36940 Cangas - Pontevedra",Apartamento,Apartamentos 1 Llave,+34 619 658 202,reservas@aciesapartamentos.com,"42º 15' 37.0"" N - 8º 48' 29.5"" W",mailto:reservas@aciesapartamentos.com,Agua caliente | Aire acondicionado | Aparcamiento | Calefacción | Frigorífico | Internet | Jardín | Lavadora | Lavandería | Piscina | Plancha | Recepción | Salón | Televisión | Terraza particular,,,Plazas totales calculadas: 48,,,,,,,,,,
ADEGA TERRA SANTA,https://www.turismo.gal/recurso/-/detalle/278517617/adega-terra-santa?langId=es_ES&tp=71&ctre=134,nº 23 36633 Cambados - Pontevedra,Turismo rural,Grupo-C (Casa de Labranza),,info@casaruralterrasanta.com,"42º 31' 30.9"" N - 8º 47' 11.4"" W",mailto:info@casaruralterrasanta.com,Admisión de animales (consultar) | Agricultura ecológica | Aparcamiento | Barbacoa | Bicicletas (consultar) | Camas supletorias | Comedor | Cunas | Derecho a cocina | Instalaciones para niños | Internet - Wi-Fi | Jardín / Huerta | Salón | Salón de reuniones | Se habla francés | Se habla inglés | Se habla italiano | Tareas agropecuarias | Tarjetas de crédito (consultar) | Televisión común | Televisor en habitaciones,Desayuno,Habitación: Habitaciones dobles | Número de cuartos: 8 | Número de plazas: 16,,,,,,,,,,,
ADEINES,https://www.turismo.gal/recurso/-/detalle/230612000329/adeines?langId=es_ES&tp=67&ctre=135,"Avenida de Santiago, nº 35 36680 A Estrada - Pontevedra",Pensión,1 estrella,,,"42º 41' 26.9"" N - 8º 29' 53.3"" W",https://adeines.com/,,,,,,,,,,,,,,
ADEINÉS,https://www.turismo.gal/recurso/-/detalle/240625000757/adeines?langId=es_ES&tp=1000180&ctre=1000220,nº 21 36620 Vilanova de Arousa - Pontevedra,Vivienda Turística,,+34 616 588 225,dinayraul@hotmail.com,"42º 33' 14.2"" N - 8º 49' 58.1"" W",mailto:dinayraul@hotmail.com,,,,,,,,,Número de baños o aseos: 1,Nº total de plazas del establecimiento: 6,,,,
AEROPUERTO,https://www.turismo.gal/recurso/-/detalle/28734/aeropuerto?langId=es_ES&tp=22&ctre=129,"Avenida Peinador , nº 124 36415 Mos - Pontevedra",Hotel,2 Estrellas,+34 986 486 494,motel_aeropuerto@hotmail.com,"42º 13' 08.5"" N - 8º 38' 13.9"" W",mailto:motel_aeropuerto@hotmail.com,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Antena parabólica | Bar-Cafetería | Calefacción central | Garaje gratuito | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Parking de superficie | Secador pelo en habitaciones | Servicio de habitaciones 24 h. | Teléfono en habitaciones | TV en habitaciones,Desayuno,,,,,,,,,,,,
AFRODITA,https://www.turismo.gal/recurso/-/detalle/37737/afrodita?langId=es_ES&tp=67&ctre=135,"Cervantes, nº 14 36201 Vigo - Pontevedra",Pensión,2 estrellas,+34 986 737 240,,"42º 14' 07.7"" N - 8º 43' 01.4"" W",,Cambio de moneda | Servicio médico,,,,,,,,,,,,,
AGARIMO,https://www.turismo.gal/recurso/-/detalle/2539/agarimo?langId=es_ES&tp=22&ctre=129,"Playa Praia de Areas , nº 11 36960 Sanxenxo - Pontevedra",Hotel,1 Estrella,+34 986 741 049,,"42º 23' 43.8"" N - 8º 46' 30.9"" W",,Bar-Cafetería | Calefacción central | Teléfono en habitaciones | TV en habitaciones,,,,,,,,,,,,,
AGRA,https://www.turismo.gal/recurso/-/detalle/34339/agra?langId=es_ES&tp=67&ctre=135,"Calle Tomás A. Alonso, nº 66 36208 Vigo - Pontevedra",Pensión,1 estrella,+34 986 235 125,,"42º 13' 28.4"" N - 8º 44' 07.4"" W",http://www.hostalagra.com/,Admite perros | Antena parabólica | Ascensor | Bar-Cafetería | Calefacción central | Jardín terraza | TV en habitaciones,,,,,,,,,,,,,
AGUIÑO,https://www.turismo.gal/recurso/-/detalle/33405/aguino?langId=es_ES&tp=67&ctre=135,"Calle Pablo Iglesias, nº 26 36980 O Grove - Pontevedra",Pensión,2 estrellas,+34 986 733 007,emgrobes@emgrobes.org,"42º 29' 42.2"" N - 8º 51' 56.7"" W",mailto:emgrobes@emgrobes.org,Antena parabólica | Calefacción individual | Habitaciones familiares | TV en habitaciones,,,,,,,Tiendas,,,,,,
AGUNCHEIRO,https://www.turismo.gal/recurso/-/detalle/258714678/aguncheiro?langId=es_ES&tp=67&ctre=135,36309 Oia - Pontevedra,Pensión,1 estrella,+34 986 361 571,,"42º 03' 08.1"" N - 8º 53' 12.9"" W",,,,,,,,,Teléfono,,,,,,
AGUNCHEIRO,https://www.turismo.gal/recurso/-/detalle/272507414/aguncheiro?langId=es_ES&tp=1000100&ctre=1000120,"Lg. O Porto , nº 53 36309 Oia - Pontevedra",Albergue Turístico,,+34 986 361 571,,"42º 03' 07.0"" N - 8º 53' 10.6"" W",,,,,,,,,,,,,,,
