nombre,link,direccion,tipo,categoria,telefono,email,fuente,coordenadas,web,tipos_de_servicios,regímenes,habitaciones,plazas_totales_calculadas,situacion_caminos_de_santiago,alquiler,accesibilidad
AGUIÑO,https://www.turismo.gal/recurso/-/detalle/33405/aguino?langId=es_ES&tp=67&ctre=135,"Calle Pablo Iglesias, nº 26 36980 O Grove - Pontevedra",Pensión,2 estrellas,+34 986 733 007,emgrobes@emgrobes.org,Donde alojarse,,,,,,,,,
AGUNCHEIRO,https://www.turismo.gal/recurso/-/detalle/258714678/aguncheiro?langId=es_ES&tp=67&ctre=135,36309 Oia - Pontevedra,Pensión,1 estrella,+34 986 361 571,,Donde alojarse,,,,,,,,,
AGUNCHEIRO,https://www.turismo.gal/recurso/-/detalle/272507414/aguncheiro?langId=es_ES&tp=1000100&ctre=1000120,"Lg. O Porto , nº 53 36309 Oia - Pontevedra",Albergue Turístico,,+34 986 361 571,,Donde alojarse,,,,,,,,,
AHANGAMA LOVE,https://www.turismo.gal/recurso/-/detalle/240916000253/ahangama-love?langId=es_ES&tp=67&ctre=135,"Camino do Piñeiro, nº 8 36250 Nigrán - Pontevedra",Pensión,1 estrella,,bakerfam.pro@gmail.com,Donde alojarse,,,,,,,,,
AIRES DO UMIA,https://www.turismo.gal/recurso/-/detalle/190902000009/aires-do-umia?langId=es_ES&tp=67&ctre=135,"Avenida Pedro Mateo Sagasta, nº 12 36650 Caldas de Reis - Pontevedra",Pensión,2 estrellas,,airesdoumia@gmail.com,Donde alojarse,,,,,,,,,
AIRIÑOS,https://www.turismo.gal/recurso/-/detalle/37738/airinos?langId=es_ES&tp=67&ctre=135,"Avenida Chancelas , nº 87 36993 Poio - Pontevedra",Pensión,1 estrella,+34 986 740 063,airinoschancelas@hotmail.com,Donde alojarse,,,,,,,,,
AIRIÑOS DO MAR,https://www.turismo.gal/recurso/-/detalle/258732210/airinos-do-mar?langId=es_ES&tp=67&ctre=135,"Playa de Areas , nº 25 36960 Sanxenxo - Pontevedra",Pensión,2 estrellas,,,Donde alojarse,,,,,,,,,
ALBERGUE A DARSENA DO FRANCES,https://www.turismo.gal/recurso/-/detalle/210831000499/albergue-a-darsena-do-frances?langId=es_ES&tp=1000100&ctre=1000120,"Carretera de Zancade, nº 2 36693 Redondela - Pontevedra",Albergue Turístico,,663 911 233,adarsenadofrances@gmail.com,Donde alojarse,,,,,,,,,
ALBERGUE A FILLA DO MAR REDONDELA,https://www.turismo.gal/recurso/-/detalle/160331000149/albergue-a-filla-do-mar-redondela?langId=es_ES&tp=1000100&ctre=1000120,"Calle Isidoro Queimaliños, nº 35 36800 Redondela - Pontevedra",Albergue Turístico,,,albergueafilladomar@gmail.com,Donde alojarse,,,,,,,,,
ALBERGUE A QUEIMADA,https://www.turismo.gal/recurso/-/detalle/240423000443/albergue-a-queimada?langId=es_ES&tp=1000100&ctre=1000120,"Calle Herrería, nº 25 -27 36650 Caldas de Reis - Pontevedra",Albergue Turístico,,,albergueaqueimada@gmail.com,Donde alojarse,,,,,,,,,
ALBERGUE AGARIMO,https://www.turismo.gal/recurso/-/detalle/180522000350/albergue-agarimo?langId=es_ES&tp=1000100&ctre=1000120,"Calle Pedro Mateo Sagasta, nº 48 36650 Caldas de Reis - Pontevedra",Albergue Turístico,,+34 677 333 703,almuvillar@hotmail.com,Donde alojarse,,,,,,,,,
ALBERGUE ALBOR,https://www.turismo.gal/recurso/-/detalle/190716000287/albergue-albor?langId=es_ES&tp=1000100&ctre=1000120,"Calle Real, nº 63 36650 Caldas de Reis - Pontevedra",Albergue Turístico,,+34 600 351 157,alberguealbor@gmail.com,Donde alojarse,,,,,,,,,
ALBERGUE ALECER,https://www.turismo.gal/recurso/-/detalle/210831000498/albergue-alecer?langId=es_ES&tp=1000100&ctre=1000120,"Calle Herrería, nº 50 36650 Caldas de Reis - Pontevedra",Albergue Turístico,,,,Donde alojarse,,,,,,,,,
ALBERGUE ALFONSO XII,https://www.turismo.gal/recurso/-/detalle/160531000116/albergue-alfonso-xii?langId=es_ES&tp=1000100&ctre=1000120,"Calle Alfonso XII, nº 22 36800 Redondela - Pontevedra",Albergue Turístico,,+34 986 400 153,contacto@alberguealfonsoxii.com,Donde alojarse,,,,,,,,,
ALBERGUE ALOXA HOSTEL,https://www.turismo.gal/recurso/-/detalle/280382457/albergue-aloxa-hostel?langId=es_ES&tp=1000100&ctre=1000120,"Calle Gorgullón, nº 68 36003 Pontevedra - Pontevedra",Albergue Turístico,,,alberguealoxahostel@hotmail.com,Donde alojarse,,,,,,,,,
ALBERGUE ANDRÉS FERNÁNDEZ GARCÍA,https://www.turismo.gal/recurso/-/detalle/250712000326/albergue-andres-fernandez-garcia?langId=es_ES&tp=1000100&ctre=1000300,Vilagarcía de Arousa - Pontevedra,Albergues del Xacobeo,,,,Donde alojarse,,,,,,,,,
ALBERGUE ARGEMIRA,https://www.turismo.gal/recurso/-/detalle/250410000375/albergue-argemira?langId=es_ES&tp=1000100&ctre=1000120,"Calle da Constitución, nº 3 36650 Caldas de Reis - Pontevedra",Albergue Turístico,,,arq.annecchini@gmail.com,Donde alojarse,,,,,,,,,
ALBERGUE AS POZAS TERMAIS,https://www.turismo.gal/recurso/-/detalle/220901000013/albergue-as-pozas-termais?langId=es_ES&tp=1000100&ctre=1000120,"Calle Juan Carlos García Bayón, nº 5 36650 Caldas de Reis - Pontevedra",Albergue Turístico,,+34 986 070 731,info@aspozastermais.es,Donde alojarse,,,,,,,,,
ALBERGUE BAIONAMAR,https://www.turismo.gal/recurso/-/detalle/180601000051/albergue-baionamar?langId=es_ES&tp=1000100&ctre=1000120,"Calle Venezuela, nº 6 36300 Baiona - Pontevedra",Albergue Turístico,,,hostelbaionamar@gmail.com,Donde alojarse,,,,,,,,,
ALBERGUE CASA CALVAR,https://www.turismo.gal/recurso/-/detalle/200821000794/albergue-casa-calvar?langId=es_ES&tp=1000100&ctre=1000120,"A Feira, nº 1 36690 Soutomaior - Pontevedra",Albergue Turístico,,+34 692 708 470,rakelilla1972@gmail.com,Donde alojarse,,,,,,,,,
ALBERGUE DA ESTRELA,https://www.turismo.gal/recurso/-/detalle/220623000286/albergue-da-estrela?langId=es_ES&tp=1000100&ctre=1000120,"Camino Estrada Vella, nº 2 36309 Oia - Pontevedra",Albergue Turístico,,,contacto@alberguedaestrela.com,Donde alojarse,,,,,,,,,
ALBERGUE DE PEREGRINOS DE PONTECESURES,https://www.turismo.gal/recurso/-/detalle/280380527/albergue-de-peregrinos-de-pontecesures?langId=es_ES&tp=1000100&ctre=1000300,"Pousa Antelo, nº s/n 36640 Pontecesures - Pontevedra",Albergues del Xacobeo,,,,Donde alojarse,,,,,,,,,
ALBERGUE DE PEREGRINOS DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/280380529/albergue-de-peregrinos-de-pontevedra?langId=es_ES&tp=1000100&ctre=1000300,"Calle Otero Pedrayo, nº s/n 36004 Pontevedra - Pontevedra",Albergues del Xacobeo,,,,Donde alojarse,,,,,,,,,
ALBERGUE DE PEREGRINOS CASA DA TORRE,https://www.turismo.gal/recurso/-/detalle/280380535/albergue-de-peregrinos-casa-da-torre?langId=es_ES&tp=1000100&ctre=1000300,"Plaza Ribadavia, nº s/n 36800 Redondela - Pontevedra",Albergues del Xacobeo,,,,Donde alojarse,,,,,,,,,
ALBERGUE DE PEREGRINOS DA BANDEIRA,https://www.turismo.gal/recurso/-/detalle/280380518/albergue-de-peregrinos-da-bandeira?langId=es_ES&tp=1000100&ctre=1000300,"Lourás, nº s/n Silleda - Pontevedra",Albergues del Xacobeo,,,,Donde alojarse,,,,,,,,,
ALBERGUE DE PEREGRINOS DE BENDOIRO,https://www.turismo.gal/recurso/-/detalle/280380534/albergue-de-peregrinos-de-bendoiro?langId=es_ES&tp=1000100&ctre=1000300,"A Laxe, nº 21 36512 Lalín - Pontevedra",Albergues del Xacobeo,,,,Donde alojarse,,,,,,,,,
ALBERGUE DE PEREGRINOS DE BRIALLOS,https://www.turismo.gal/recurso/-/detalle/280380521/albergue-de-peregrinos-de-briallos?langId=es_ES&tp=1000100&ctre=1000300,nº s/n 36658 Portas - Pontevedra,Albergues del Xacobeo,,,,Donde alojarse,,,,,,,,,
ALBERGUE DE PEREGRINOS DE MOS,https://www.turismo.gal/recurso/-/detalle/280380528/albergue-de-peregrinos-de-mos?langId=es_ES&tp=1000100&ctre=1000300,nº 3 36415 Mos - Pontevedra,Albergues del Xacobeo,,,,Donde alojarse,,,,,,,,,
ALBERGUE DE PEREGRINOS DE TUI,https://www.turismo.gal/recurso/-/detalle/280380540/albergue-de-peregrinos-de-tui?langId=es_ES&tp=1000100&ctre=1000300,"Párroco Rodríguez Vázquez, nº s/n 36700 Tui - Pontevedra",Albergues del Xacobeo,,,,Donde alojarse,,,,,,,,,
ALBERGUE DE PEREGRINOS DE VALGA,https://www.turismo.gal/recurso/-/detalle/280380544/albergue-de-peregrinos-de-valga?langId=es_ES&tp=1000100&ctre=1000300,nº s/n 36645 Valga - Pontevedra,Albergues del Xacobeo,,,,Donde alojarse,,,,,,,,,
ALBERGUE DE PEREGRINOS DO PORRIÑO,https://www.turismo.gal/recurso/-/detalle/280380532/albergue-de-peregrinos-do-porrino?langId=es_ES&tp=1000100&ctre=1000300,"Finca Isla, nº s/n 36400 O Porriño - Pontevedra",Albergues del Xacobeo,,,,Donde alojarse,,,,,,,,,
ALBERGUE DE PEREGRINOS SANTIAGO APOSTOL,https://www.turismo.gal/recurso/-/detalle/170720000517/albergue-de-peregrinos-santiago-apostol?langId=es_ES&tp=1000100&ctre=1000120,"Calle Telmo Bernardez , nº 15 36800 Redondela - Pontevedra",Albergue Turístico,,,reservas@alberguesantiagoderedondela.com,Donde alojarse,,,,,,,,,
ALBERGUE DE VIGO,https://www.turismo.gal/recurso/-/detalle/210713000240/albergue-de-vigo?langId=es_ES&tp=1000100&ctre=1000300,"Calle Ribeira do Berbés , nº 5 36202 Vigo - Pontevedra",Albergues del Xacobeo,,,,Donde alojarse,,,,,,,,,
ALBERGUE FERVENZA DO TOXA,https://www.turismo.gal/recurso/-/detalle/274249097/albergue-fervenza-do-toxa?langId=es_ES&tp=1000100&ctre=1000120,REBOREDA-ABADES 0 Silleda - Pontevedra,Albergue Turístico,,+34 986 681 559,,Donde alojarse,,,,,,,,,
ALBERGUE FONTE DOS ALOQUES,https://www.turismo.gal/recurso/-/detalle/220930000504/albergue-fonte-dos-aloques?langId=es_ES&tp=1000100&ctre=1000120,"Calle Antonio Palacios, nº 23 36400 O Porriño - Pontevedra",Albergue Turístico,,,ddgzarko@hotmail.com,Donde alojarse,,,,,,,,,
ALBERGUE HOSTEL BUEN CAMINO TUI,https://www.turismo.gal/recurso/-/detalle/180322000317/albergue-hostel-buen-camino-tui?langId=es_ES&tp=1000100&ctre=1000120,"Avenida 26 de Julio, nº 10 36700 Tui - Pontevedra",Albergue Turístico,,,,Donde alojarse,,,,,,,,,
ALBERGUE HOSTEL NUESTRA SEÑORA DEL CAMINO,https://www.turismo.gal/recurso/-/detalle/210618000429/albergue-hostel-nuestra-senora-del-camino?langId=es_ES&tp=1000100&ctre=1000120,"Travesía Casalvito, nº 16 36995 Poio - Pontevedra",Albergue Turístico,,+34 649 053 236,nsdelcaminohostel@gmail.com,Donde alojarse,,,,,,,,,
ALBERGUE LAMEIRIÑAS,https://www.turismo.gal/recurso/-/detalle/170321000120/albergue-lameirinas?langId=es_ES&tp=1000100&ctre=1000120,"Calle Lameiriñas, nº 8 36690 Soutomaior - Pontevedra",Albergue Turístico,,,info@lameiriñas.com,Donde alojarse,,,,,,,,,
ALBERGUE O PEIRAO,https://www.turismo.gal/recurso/-/detalle/190918000104/albergue-o-peirao?langId=es_ES&tp=1000100&ctre=1000120,"Calle OLIVA, nº 43 36780 A Guarda - Pontevedra",Albergue Turístico,,+34 682 190 102,info@albergueopeirao.com,Donde alojarse,,,,,,,,,
ALBERGUE PALLANES,https://www.turismo.gal/recurso/-/detalle/190503000019/albergue-pallanes?langId=es_ES&tp=1000100&ctre=1000120,"Rúa Pallanes, nº 11 - San Bartolomé 36712 Tui - Pontevedra",Albergue Turístico,,,alberguepallanes@gmail.com,Donde alojarse,,,,,,,,,
ALBERGUE PLAYA DE SABARIS,https://www.turismo.gal/recurso/-/detalle/220530000606/albergue-playa-de-sabaris?langId=es_ES&tp=1000100&ctre=1000120,"Calle Porta do Sol, nº 55 36393 Baiona - Pontevedra",Albergue Turístico,,,albergueplayadesabaris@gmail.com,Donde alojarse,,,,,,,,,
ALBERGUE SAN ERO ARMENTEIRA,https://www.turismo.gal/recurso/-/detalle/200529000204/albergue-san-ero-armenteira?langId=es_ES&tp=1000100&ctre=1000120,nº 64 36192 Meis - Pontevedra,Albergue Turístico,,+34 655 302 830,correo@meis.gal,Donde alojarse,,,,,,,,,
ALBERGUE SAN MARTÍN,https://www.turismo.gal/recurso/-/detalle/170509000045/albergue-san-martin?langId=es_ES&tp=1000100&ctre=1000120,"Calle Coruña, nº 10 36700 Tui - Pontevedra",Albergue Turístico,,,alberguesanmartin@gmail.com,Donde alojarse,,,,,,,,,
ALBERGUE SAN XURXO,https://www.turismo.gal/recurso/-/detalle/230308000186/albergue-san-xurxo?langId=es_ES&tp=1000100&ctre=1000120,"Calle Eira Vella, nº 4 36392 Vigo - Pontevedra",Albergue Turístico,,,alberguesanxurxo@gmail.com,Donde alojarse,,,,,,,,,
ALBERGUE SANTA OLAIA,https://www.turismo.gal/recurso/-/detalle/160603000012/albergue-santa-olaia?langId=es_ES&tp=1000100&ctre=1000120,"Avenida Parque, nº 17 36540 Silleda - Pontevedra",Albergue Turístico,,+34 986 580 898,,Donde alojarse,,,,,,,,,
ALBERGUE SOMOS,https://www.turismo.gal/recurso/-/detalle/250414000453/albergue-somos?langId=es_ES&tp=1000100&ctre=1000120,"Camiño Vello de Santiago, nº 14 36419 Mos - Pontevedra",Albergue Turístico,,,alberguesomos@gmail.com,Donde alojarse,,,,,,,,,
ALBERGUE TIMONEL,https://www.turismo.gal/recurso/-/detalle/150706000025/albergue-timonel?langId=es_ES&tp=1000100&ctre=1000120,"Travesía de las Ovejas, nº 8 36650 Caldas de Reis - Pontevedra",Albergue Turístico,,986 540 840,reservas@alberguetimonel.es,Donde alojarse,,,,,,,,,
ALBERGUE TRABAZO,https://www.turismo.gal/recurso/-/detalle/220810000126/albergue-trabazo?langId=es_ES&tp=1000100&ctre=1000120,"Calle Alfonso Trabazo, nº 3 36540 Silleda - Pontevedra",Albergue Turístico,,,info@asesoriaval.es,Donde alojarse,,,,,,,,,
ALBERGUE TURÍSTICO A SALAZÓN,https://www.turismo.gal/recurso/-/detalle/180522000354/albergue-turistico-a-salazon?langId=es_ES&tp=1000100&ctre=1000120,"Callejon Boliche, nº 7 36620 Vilanova de Arousa - Pontevedra",Albergue Turístico,,+34 606 365 561,fran@asalazon.com,Donde alojarse,,,,,,,,,
ALBERGUE TURISTICO DE MARÍN,https://www.turismo.gal/recurso/-/detalle/h-po-001925/albergue-turistico-de-marin?langId=es_ES&tp=1000100&ctre=1000120,SANTO TOMÉ DE PIÑEIRO - PARDAVILA 36121 Marín - Pontevedra,Albergue Turístico,,,,Donde alojarse,,,,,,,,,
ALBERGUE TURÍSTICO DE SILLEDA,https://www.turismo.gal/recurso/-/detalle/280377231/albergue-turistico-de-silleda?langId=es_ES&tp=1000100&ctre=1000120,"Calle Venezuela, nº 38 36540 Silleda - Pontevedra",Albergue Turístico,,+34 677 607 669,xandadupuga@gmail.com,Donde alojarse,,,,,,,,,
ALBERGUE TURISTICO EN ARMENTEIRA A FRAGUA DO FERREIRO,https://www.turismo.gal/recurso/-/detalle/250505000047/albergue-turistico-en-armenteira-a-fragua-do-ferreiro?langId=es_ES&tp=1000100&ctre=1000120,"Lugar De Valboa, nº 45 36192 Meis - Pontevedra",Albergue Turístico,,,,Donde alojarse,,,,,,,,,
ALBERGUE TURÍSTICO HÍPICO DE SABUCEDO,https://www.turismo.gal/recurso/-/detalle/18228/albergue-turistico-hipico-de-sabucedo?langId=es_ES&tp=1000100&ctre=1000120,"Lugar Campo do Medio, nº s/n 36559 A Estrada - Pontevedra",Albergue Turístico,,,reservas@alberguedesabucedo.com,Donde alojarse,,,,,,,,,
ALCE,https://www.turismo.gal/recurso/-/detalle/21666/alce?langId=es_ES&tp=67&ctre=135,"Calle Agullas, nº 11 36350 Nigrán - Pontevedra",Pensión,2 estrellas,+34 986 354 311,hostalalce2@hotmail.es,Donde alojarse,,,,,,,,,
ALDA BUEUMAR,https://www.turismo.gal/recurso/-/detalle/152/alda-bueumar?langId=es_ES&tp=22&ctre=129,"Plaza Avenida de Agrelo , nº 10 36930 Bueu - Pontevedra",Hotel,2 Estrellas,+34 886 300 027,aldabueu@aldahotels.com,Donde alojarse,,,,,,,,,
ALDA ESTACION,https://www.turismo.gal/recurso/-/detalle/2573/alda-estacion?langId=es_ES&tp=22&ctre=129,"Calle Alfonso XIII, nº 17-19 36201 Vigo - Pontevedra",Hotel,1 Estrella,+34 886 300 025,aldaestacion@aldahotels.com,Donde alojarse,,,,,,,,,
ALDA PONTEVEDRA ESTACION,https://www.turismo.gal/recurso/-/detalle/10909/alda-pontevedra-estacion?langId=es_ES&tp=22&ctre=129,"Avenida Eduardo Pondal, nº 76-78 36003 Pontevedra - Pontevedra",Hotel,2 Estrellas,+34 886 300 029,estacionpontevedra@aldahotels.com,Donde alojarse,,,,,,,,,
ALDA PUERTA DEL SOL,https://www.turismo.gal/recurso/-/detalle/31137/alda-puerta-del-sol?langId=es_ES&tp=22&ctre=129,"Plaza Porta do Sol , nº 14 36202 Vigo - Pontevedra",Hotel,2 Estrellas,+34 886 300 026,puertadelsol@aldahotels.com,Donde alojarse,,,,,,,,,
ALDA SANTA TREGA,https://www.turismo.gal/recurso/-/detalle/221110000103/alda-santa-trega?langId=es_ES&tp=67&ctre=135,"Monte Santa Trega, nº sn 36788 A Guarda - Pontevedra",Pensión,2 estrellas,+34 633 962 078,lolybotana@aldahotels.com,Donde alojarse,,,,,,,,,
ALDA VIA NORTE,https://www.turismo.gal/recurso/-/detalle/62/alda-via-norte?langId=es_ES&tp=22&ctre=129,"Avenida Castelao, nº 162 36980 O Grove - Pontevedra",Hotel,2 Estrellas,+34 609 628 609 / +34 986 730 446,reservas@hotelvianorte.com,Donde alojarse,,,,,,,,,
ALDEA DE PORTOMARTIÑO - CASA SOLAINA,https://www.turismo.gal/recurso/-/detalle/170504000026/aldea-de-portomartino-casa-solaina?langId=es_ES&tp=1000180&ctre=1000220,Portomartiño 36836 A Lama - Pontevedra,Vivienda Turística,,+34 607 869 956,info@portomartino.com,Donde alojarse,,,,,,,,,
ALDEA DO PORTOMARTIÑO,https://www.turismo.gal/recurso/-/detalle/170504000024/aldea-do-portomartino?langId=es_ES&tp=1000180&ctre=1000220,"Portomartiño, nº 8 36836 A Lama - Pontevedra",Vivienda Turística,,+34 607 869 956,info@portomartino.com,Donde alojarse,,,,,,,,,
ALEGRE,https://www.turismo.gal/recurso/-/detalle/33308/alegre?langId=es_ES&tp=22&ctre=129,"Major, nº 132 36960 Sanxenxo - Pontevedra",Hotel,1 Estrella,+34 986 745 757 / +34 986 744 348 / +34 986 745 757,,Donde alojarse,,,,,,,,,
ALEJANDRINA,https://www.turismo.gal/recurso/-/detalle/2521/alejandrina?langId=es_ES&tp=22&ctre=129,nº 27 36163 Poio - Pontevedra,Hotel,1 Estrella,+34 986 873 047,,Donde alojarse,,,,,,,,,
ALENTEA,https://www.turismo.gal/recurso/-/detalle/29146/alentea?langId=es_ES&tp=1000100&ctre=1000120,"Barrio de Mera , nº 33 36878 Covelo - Pontevedra",Albergue Turístico,,+34 986 668 134,alentea@gmail.com,Donde alojarse,,,,,,,,,
ALFONSO I,https://www.turismo.gal/recurso/-/detalle/2565/alfonso-i?langId=es_ES&tp=22&ctre=129,"Lugar A Gándara, nº s/n 36720 Tui - Pontevedra",Hotel,3 Estrellas,+34 986 607 060,resevas@hotelalfonsoprimero.com,Donde alojarse,,,,,,,,,
ALICIA,https://www.turismo.gal/recurso/-/detalle/259322522/alicia?langId=es_ES&tp=67&ctre=135,"LG. STA. MARÍA, 5-1º 36002 Pontevedra - Pontevedra",Pensión,1 estrella,+34 986 857 079,,Donde alojarse,,,,,,,,,
ALOIA NATURE,https://www.turismo.gal/recurso/-/detalle/181025000249/aloia-nature?langId=es_ES&tp=68&ctre=130,"Parcela Transbadeira, nº s/n 36715 Tui - Pontevedra",Apartamento,Apartamentos 1 Llave,,info@aloianature.es,Donde alojarse,,,,,,,,,
ALOJAMIENTOS CALDAS DE REIS I,https://www.turismo.gal/recurso/-/detalle/181015000134/alojamientos-caldas-de-reis-i?langId=es_ES&tp=67&ctre=135,"Calle Laureano Salgado , nº 5 - 7 36650 Caldas de Reis - Pontevedra",Pensión,2 estrellas,,,Donde alojarse,,,,,,,,,
ALOJAMIENTOS CALDAS DE REIS II,https://www.turismo.gal/recurso/-/detalle/181015000135/alojamientos-caldas-de-reis-ii?langId=es_ES&tp=67&ctre=135,"Calle Laureano Salgado, nº 5 - 7 36650 Caldas de Reis - Pontevedra",Pensión,2 estrellas,,,Donde alojarse,,,,,,,,,
ALPINA,https://www.turismo.gal/recurso/-/detalle/28858/alpina?langId=es_ES&tp=22&ctre=129,"Carretera Corón, nº 10B 36620 Vilanova de Arousa - Pontevedra",Hotel,2 Estrellas,+34 986 554 141,clientes@hotelalpina.es,Donde alojarse,,,,,,,,,
ALTARIÑO,https://www.turismo.gal/recurso/-/detalle/31301/altarino?langId=es_ES&tp=22&ctre=129,"Playa Caneliñas, nº s/n 36970 Sanxenxo - Pontevedra",Hotel,1 Estrella,+34 986 720 835,,Donde alojarse,,,,,,,,,
ALTO DA POUSA,https://www.turismo.gal/recurso/-/detalle/201027000159/alto-da-pousa?langId=es_ES&tp=68&ctre=130,"Calle Muiños, nº 32 B 36792 Tomiño - Pontevedra",Apartamento,Apartamentos 1 Llave,+34 626 147 080,antpousa@hotmail.com,Donde alojarse,,,,,,,,,
ALVARITO,https://www.turismo.gal/recurso/-/detalle/32521/alvarito?langId=es_ES&tp=67&ctre=135,"Estrada A Lanzada, nº 20 36979 Sanxenxo - Pontevedra",Pensión,2 estrellas,+34 986 720 895,,Donde alojarse,,,,,,,,,
ALVEAR SUITES,https://www.turismo.gal/recurso/-/detalle/280379891/alvear-suites?langId=es_ES&tp=68&ctre=130,"Calle Pai Crespo, nº 30-32 36800 Redondela - Pontevedra",Apartamento,Apartamentos 1 Llave,+34 986 400 637,info@apartamentosalvearsuites.com,Donde alojarse,,,,,,,,,
AMANDI,https://www.turismo.gal/recurso/-/detalle/81/amandi?langId=es_ES&tp=22&ctre=129,"Avenida Castelao , nº 94 36980 O Grove - Pontevedra",Hotel,3 Estrellas,+34 986 731 942,info@hotelamandi.com,Donde alojarse,,,,,,,,,
AMARELLE,https://www.turismo.gal/recurso/-/detalle/280382852/amarelle?langId=es_ES&tp=1000180&ctre=1000220,36686 A Estrada - Pontevedra,Vivienda Turística,,+34 609 802 217,casaamarelle@gmail.com,Donde alojarse,,,,,,,,,
AMEIXOA,https://www.turismo.gal/recurso/-/detalle/33616/ameixoa?langId=es_ES&tp=67&ctre=135,"Dtor. Zunzunegui, 24 36470 Salceda de Caselas - Pontevedra",Pensión,1 estrella,+34 986 349 052,,Donde alojarse,,,,,,,,,
AMÉRICA,https://www.turismo.gal/recurso/-/detalle/21698/america?langId=es_ES&tp=22&ctre=129,"Carretera Santiago-Ourense, km. 317, nº 33 36685 A Estrada - Pontevedra",Hotel,2 Estrellas,+34 986 587 450,informacion@hotelrestauranteamerica.com,Donde alojarse,,,,,,,,,
AMÉRICA,https://www.turismo.gal/recurso/-/detalle/32245/america?langId=es_ES&tp=67&ctre=135,"R/ ECHEGARAY, 5 36900 Marín - Pontevedra",Pensión,1 estrella,,pension_america@hotmail.com,Donde alojarse,,,,,,,,,
ANCEU COLIVING,https://www.turismo.gal/recurso/-/detalle/180727000466/anceu-coliving?langId=es_ES&tp=71&ctre=134,"Lugar Os Ramis, nº 8 35829 Ponte Caldelas - Pontevedra",Turismo rural,Grupo-B (Casa de Aldea),,agustin@anceu.com,Donde alojarse,,,,,,,,,
ANCLA DORADA,https://www.turismo.gal/recurso/-/detalle/258780149/ancla-dorada?langId=es_ES&tp=67&ctre=135,"Calle Irmandiños, nº 22 36203 Vigo - Pontevedra",Pensión,2 estrellas,+34 986 436 607,reservas@ancladorada.com,Donde alojarse,,,,,,,,,
ANEXO BOSQUE MAR,https://www.turismo.gal/recurso/-/detalle/79/anexo-bosque-mar?langId=es_ES&tp=22&ctre=129,"Calle Reboredo, nº 93 36988 O Grove - Pontevedra",Hotel,3 Estrellas,+34 986 731 055 / +34 986 731 055,info@bosquemar.com,Donde alojarse,,,,,,,,,
ANGELITO,https://www.turismo.gal/recurso/-/detalle/2513/angelito?langId=es_ES&tp=22&ctre=129,"Calle Castelao , nº 62 36980 O Grove - Pontevedra",Hotel,1 Estrella,+34 986 730 963,hotelangelito@hotmail.com,Donde alojarse,,,,,,,,,
ANTOLÍN,https://www.turismo.gal/recurso/-/detalle/258700662/antolin?langId=es_ES&tp=67&ctre=135,"DA PRAIA-BARRIO OUTEIRO DAS PENAS, nº 56 36693 Redondela - Pontevedra",Pensión,2 estrellas,+34 649 576 527,reservas@hotelantolin.com,Donde alojarse,,,,,,,,,
